tconst,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
tt2149137,movie,Snow White: A Deadly Summer,Snow White: A Deadly Summer,2012,83,snow white a deadly summer,2.3,797,01/01/24 21:30,09/01/24
tt2158752,tvMovie,Gershwin's Summertime: The Song That Conquered the World,Gershwin's Summertime: The Song That Conquered the World,2011,59,gershwins summertime the song that conquered the world,7.7,13,01/01/24 21:30,09/01/24
tt2179116,movie,The Kings of Summer,The Kings of Summer,2013,95,the kings of summer,7.1,84748,01/01/24 21:30,09/01/24
tt21806358,movie,Summer Qamp,Summer Qamp,2023,80,summer qamp,7.3,46,01/01/24 21:30,09/01/24
tt2181814,movie,Summers Downstairs,Im Sommer wohnt er unten,2015,100,summers downstairs,6.3,236,01/01/24 21:30,09/01/24
tt2184287,movie,Summer in February,Summer in February,2013,100,summer in february,5.6,4317,01/01/24 21:30,09/01/24
tt21882432,video,Mugler: Spring Summer 2022,Mugler: Spring Summer 2022,2022,9,mugler spring summer 2022,4.3,18,01/01/24 21:30,09/01/24
tt2188926,tvMovie,Strawberry Summer,Strawberry Summer,2012,120,strawberry summer,5.8,834,01/01/24 21:30,09/01/24
tt21906990,movie,Summer Frost,Un hiver en été,2022,112,summer frost,4.5,131,01/01/24 21:30,09/01/24
tt2196053,movie,Something Like Summer,Something Like Summer,2017,115,something like summer,6,1541,01/01/24 21:30,09/01/24
tt22002112,movie,The Summer of Our Love,Mezhdu nami leto,2024,113,the summer of our love,5.9,42,01/01/24 21:30,09/01/24
tt22197856,movie,Summer Brother,Zomervacht,2023,100,summer brother,7.5,199,01/01/24 21:30,09/01/24
tt2221484,movie,The Last Soul on a Summer Night,The Last Soul on a Summer Night,2012,85,the last soul on a summer night,8.2,18,01/01/24 21:30,09/01/24
tt2221727,movie,Last Summer Won't Happen,Last Summer Won't Happen,1968,68,last summer wont happen,7.1,16,01/01/24 21:30,09/01/24
tt2222458,movie,The End of Summer,Natsu no owari,2013,114,the end of summer,6,142,01/01/24 21:30,09/01/24
tt22393386,video,Wet Hot American Summer: Original Cast Live Read,Wet Hot American Summer: Original Cast Live Read,2020,NA,wet hot american summer original cast live read,6.4,17,01/01/24 21:30,09/01/24
tt2253116,tvMovie,Summer Kiss,Summer Kiss,1987,NA,summer kiss,7.2,28,01/01/24 21:30,09/01/24
tt2265352,movie,Love Summer,Love Summer,2011,110,love summer,6,93,01/01/24 21:30,09/01/24
tt2279984,movie,The Summer Before,The Summer Before,2012,74,the summer before,6.9,17,01/01/24 21:30,09/01/24
tt2291980,movie,Summer with Selik,Summer with Selik,1992,53,summer with selik,7.8,17,01/01/24 21:30,09/01/24
tt2310958,movie,Summertime,Summertime,2012,93,summertime,3.2,231,01/01/24 21:30,09/01/24
tt2322240,movie,Indian Summer,Indian Summer,2013,84,indian summer,8.4,10,01/01/24 21:30,09/01/24
tt2326400,tvMovie,Summer Intensive,Summer Intensive,2012,NA,summer intensive,9.4,52,01/01/24 21:30,09/01/24
tt2327275,tvMovie,Summer in Alsace,Ein Sommer im Elsass,2012,89,summer in alsace,5.6,55,01/01/24 21:30,09/01/24
tt2337164,movie,Just One Summer,Just One Summer,2012,110,just one summer,7.3,37,01/01/24 21:30,09/01/24
tt2347351,movie,Elvis: Summer of '56,Elvis: Summer of '56,2011,47,elvis summer of 56,6.4,33,01/01/24 21:30,09/01/24
tt2349332,movie,Boyz of Summer,Boyz of Summer,2012,90,boyz of summer,8.2,16,01/01/24 21:30,09/01/24
tt2350954,movie,Santa's Summer House,Santa's Summer House,2013,90,santas summer house,2.4,556,01/01/24 21:30,09/01/24
tt2353979,tvMovie,A Summer in Croatia,Ein Sommer in Kroatien,2012,89,a summer in croatia,5.8,44,01/01/24 21:30,09/01/24
tt23575228,video,Rick and Morty: Summer's Sleepover,Rick and Morty: Summer's Sleepover,2022,10,rick and morty summers sleepover,5.3,327,01/01/24 21:30,09/01/24
tt2361172,video,ECW Super Summer Sizzler Spectacular,ECW Super Summer Sizzler Spectacular,1993,NA,ecw super summer sizzler spectacular,5.5,21,01/01/24 21:30,09/01/24
tt2363564,movie,Barcelona Summer Night,Barcelona nit d'estiu,2013,96,barcelona summer night,6.2,1409,01/01/24 21:30,10/01/24
tt2370230,movie,All Summers End,All Summers End,2017,90,all summers end,6.1,2969,01/01/24 21:30,10/01/24
tt23720262,movie,Summer of Violence,Summer of Violence,2023,104,summer of violence,8.4,109,01/01/24 21:30,10/01/24
tt2374965,movie,Summer Outside,Draussen ist Sommer,2012,96,summer outside,6.1,120,01/01/24 21:30,10/01/24
tt23768070,movie,The Hottest Summer,L'estate più calda,2023,96,the hottest summer,5.5,472,01/01/24 21:30,10/01/24
tt23770412,movie,One Summer,Le temps d'un été,2023,120,one summer,6.7,236,01/01/24 21:30,10/01/24
tt2378830,movie,Summer of '92,Sommeren '92,2015,93,summer of 92,6.8,4862,01/01/24 21:30,10/01/24
tt2388811,movie,Waiting for Summer,Waiting for Summer,2012,88,waiting for summer,7.8,11,01/01/24 21:30,10/01/24
tt2402985,movie,Ping Pong Summer,Ping Pong Summer,2014,92,ping pong summer,5.4,3035,01/01/24 22:30,10/01/24
tt2403803,movie,9 Days in Summer,9 Days in Summer,1967,48,9 days in summer,8.3,17,01/01/24 22:30,10/01/24
tt2403931,movie,Polar Bears: A Summer Odyssey,Polar Bears: A Summer Odyssey,2012,46,polar bears a summer odyssey,7.2,334,01/01/24 22:30,10/01/24
tt2404385,movie,Summer Snow,Summer Snow,2014,89,summer snow,6.2,345,01/01/24 22:30,10/01/24
tt2412556,movie,Midsummer's Equation,Manatsu no hôteishiki,2013,129,midsummers equation,6.6,1245,01/01/24 22:30,10/01/24
tt2436344,movie,A Very Unsettled Summer,O varã foarte instabilã,2013,98,a very unsettled summer,5.5,167,01/01/24 22:30,10/01/24
tt24515124,movie,Winter Spring Summer or Fall,Winter Spring Summer or Fall,2024,97,winter spring summer or fall,6.5,178,01/01/24 22:30,10/01/24
tt24805832,movie,In the Summers,In the Summers,2024,95,in the summers,6.9,137,01/01/24 22:30,10/01/24
tt2492664,movie,May in the Summer,May in the Summer,2013,99,may in the summer,5.7,910,01/01/24 22:30,10/01/24
tt2519890,movie,Summer Storm,Natsu no arashi,1956,87,summer storm,6.8,21,01/01/24 22:30,10/01/24
tt2562234,movie,Ninja Kids!!!: Summer Mission Impossible,Nintama Rantarô: Natsuyasumi shukudai daisakusen! no dan,2013,90,ninja kids summer mission impossible,6.6,61,01/01/24 22:30,10/01/24
tt2585078,movie,Summer League,Summer League,2013,95,summer league,5.1,415,01/01/24 22:30,10/01/24
tt25994098,movie,Summer,Tag-init,2023,91,summer,4.2,415,01/01/24 22:30,10/01/24
tt2638662,movie,Summer Camp,Summer Camp,2015,81,summer camp,5.1,4182,01/01/24 22:30,10/01/24
tt26439316,movie,Summer Solstice,Summer Solstice,2023,81,summer solstice,7.1,19,01/01/24 22:30,10/01/24
tt26508928,movie,First Snow of Summer,Sterne unter der Stadt,2023,90,first snow of summer,6.4,720,01/01/24 22:30,10/01/24
tt2691102,movie,Summer,Zomer,2014,89,summer,6.4,308,01/01/24 22:30,10/01/24
tt26928684,movie,Summer Camp,Summer Camp,2024,95,summer camp,4.5,642,01/01/24 22:30,10/01/24
tt2705574,movie,Midsummer Night's Tango,Mittsommernachtstango,2013,84,midsummer nights tango,7.3,136,01/01/24 22:30,10/01/24
tt27139897,movie,The Summer with Carmen,To kalokairi tis Karmen,2023,106,the summer with carmen,7.1,510,01/01/24 22:30,10/01/24
tt2719868,movie,Last Summer,Last Summer,2013,73,last summer,5.6,1140,01/01/24 22:30,10/01/24
tt27441898,movie,What the Finn?! - Summer of Surprises,Kannawoniwasein!,2023,94,what the finn  summer of surprises,6.4,48,01/01/24 22:30,10/01/24
tt27548375,movie,Psy Summer Swag 2022,Psy Summer Swag 2022,2023,86,psy summer swag 2022,7.6,52,01/01/24 22:30,10/01/24
tt27579804,movie,An Unforgettable Year: Summer,Um Ano Inesquecível: Verão,2023,101,an unforgettable year summer,5.3,231,01/01/24 22:30,10/01/24
tt28077172,movie,The Summer,The Summer,2023,NA,the summer,7.4,14,01/01/24 22:30,10/01/24
tt2816758,movie,Our Last Summer,Our Last Summer,2013,NA,our last summer,5.6,10,01/01/24 22:30,10/01/24
tt28248430,movie,Tomorrow X Together: Our Lost Summer,Tomorrow X Together: Our Lost Summer,2023,82,tomorrow x together our lost summer,8.2,109,01/01/24 22:30,10/01/24
tt28449053,movie,Snow in Midsummer,Snow in Midsummer,2023,116,snow in midsummer,6.7,119,01/01/24 22:30,10/01/24
tt28516220,movie,Zara & Erika: Summer Beach Party,Zara & Erika: Summer Beach Party,2023,105,zara  erika summer beach party,7.2,14,01/01/24 22:30,10/01/24
tt28521906,movie,Endless Summer Syndrome,Le syndrome de l'été sans fin,2023,98,endless summer syndrome,8.3,50,01/01/24 22:30,10/01/24
tt28569819,movie,Griffin in Summer,Griffin in Summer,2024,90,griffin in summer,8.6,38,01/01/24 22:30,10/01/24
tt28685746,video,Zac Posen: Z Spoke Spring/Summer 2011 Collection,Zac Posen: Z Spoke Spring/Summer 2011 Collection,2010,NA,zac posen z spoke springsummer 2011 collection,7.1,95,01/01/24 22:30,10/01/24
tt28686139,video,Jill Stuart Spring/Summer 2011 Collection,Jill Stuart Spring/Summer 2011 Collection,2010,8,jill stuart springsummer 2011 collection,6.1,305,01/01/24 22:30,10/01/24
tt2884186,movie,The Summer of Flying Fish,El Verano de los Peces Voladores,2013,95,the summer of flying fish,6.1,288,01/01/24 22:30,10/01/24
tt28941580,movie,"Summers, el rebelde","Summers, el rebelde",2024,83,summers el rebelde,7.7,14,01/01/24 22:30,10/01/24
tt2899120,movie,The Perfect Summer,The Perfect Summer,2013,80,the perfect summer,5.3,435,01/01/24 22:30,10/01/24
tt2901516,movie,A Horse for Summer,A Horse for Summer,2015,96,a horse for summer,4.7,216,01/01/24 22:30,10/01/24
tt2910342,movie,Dakota's Summer,Dakota's Summer,2014,91,dakotas summer,5.6,971,01/01/24 22:30,10/01/24
tt2910508,movie,Dark Summer,Dark Summer,2015,81,dark summer,4.2,3465,01/01/24 22:30,10/01/24
tt2911900,movie,9 Summers 10 Autumns,9 Summers 10 Autumns,2013,114,9 summers 10 autumns,8.1,81,01/01/24 22:30,10/01/24
tt2949890,movie,Last Summer,Ruedoo ron nan chan tai,2013,93,last summer,5.4,245,01/01/24 22:30,10/01/24
tt2955186,movie,Summer's Shadow,Summer's Shadow,2014,102,summers shadow,6.7,103,01/01/24 22:30,10/01/24
tt2960324,tvMovie,Summer in Portugal,Ein Sommer in Portugal,2013,89,summer in portugal,5.5,65,01/01/24 22:30,10/01/24
tt2994628,tvMovie,Deadly Summer,Mortel été,2013,90,deadly summer,5.5,64,01/01/24 22:30,10/01/24
tt2994832,movie,The Summer of Sangaile,Sangailes vasara,2015,90,the summer of sangaile,6.4,3443,01/01/24 22:30,10/01/24
tt3004380,movie,Midsummer Nightmares II: Summer's End,Midsummer Nightmares II: Summer's End,2014,NA,midsummer nightmares ii summers end,6.8,28,01/01/24 22:30,10/01/24
tt3013588,movie,My Summer in Provence,Avis de mistral,2014,105,my summer in provence,6.6,4131,01/01/24 22:30,10/01/24
tt3029368,tvMovie,Donna Summer: Hot Stuff,Donna Summer: Hot Stuff,2013,52,donna summer hot stuff,7.6,17,01/01/24 22:30,10/01/24
tt3071192,movie,Cruel Summer,Cruel Summer,2016,80,cruel summer,5.4,1084,01/01/24 22:30,10/01/24
tt30949231,movie,My Summer with Irene,Quell'estate con Irène,2024,90,my summer with irene,6.2,39,01/01/24 22:30,10/01/24
tt3097490,movie,Summertime,Kesäkaverit,2014,90,summertime,5.5,963,01/01/24 22:30,10/01/24
tt31240310,movie,Summer Time,Tabestane Haman Sal,2024,NA,summer time,8.2,116,01/01/24 22:30,10/01/24
tt3124986,movie,Summer '82: When Zappa Came to Sicily,Summer '82: When Zappa Came to Sicily,2013,81,summer 82 when zappa came to sicily,6.7,231,01/01/24 22:30,10/01/24
tt3128912,video,Zyuden Sentai Kyoryuger: It's Here! Armed on Midsummer Festival!!,Jûden Sentai Kyôryûjâ Detâ! Manatsu no Âmudo on Matsuri!!,2013,17,zyuden sentai kyoryuger its here armed on midsummer festival,4.6,10,01/01/24 22:30,10/01/24
tt3137764,movie,Staten Island Summer,Staten Island Summer,2015,108,staten island summer,5.6,7352,01/01/24 22:30,10/01/24
tt3149536,tvMovie,A Fairly Odd Summer,A Fairly Odd Summer,2014,68,a fairly odd summer,3.7,697,01/01/24 22:30,10/01/24
tt3160290,movie,Summer Times,Xia tian xie zou qu,2009,96,summer times,6.3,76,01/01/24 22:30,10/01/24
tt32135407,movie,Kyuka: Before Summer's End,Kyuka: Before Summer's End,2024,103,kyuka before summers end,7.9,16,01/01/24 22:30,10/01/24
tt32201950,movie,Manson: Summer of Blood,Manson: Summer of Blood,2024,NA,manson summer of blood,6.8,17,01/01/24 22:30,10/01/24
tt32235713,movie,Ya Boy Kongming! Road to Summer Sonia,Ya Boy Kongming! Road to Summer Sonia,2024,119,ya boy kongming road to summer sonia,7.2,13,01/01/24 22:30,10/01/24
tt3233548,movie,The Rolling Stones: Sweet Summer Sun - Hyde Park Live,The Rolling Stones: Sweet Summer Sun - Hyde Park Live,2013,121,the rolling stones sweet summer sun  hyde park live,8,421,01/01/24 22:30,10/01/24
tt32622643,tvMovie,Strawberry Shortcake's Summer Vacation,Strawberry Shortcake's Summer Vacation,2024,45,strawberry shortcakes summer vacation,6.8,11,01/01/24 22:30,10/01/24
tt3273932,movie,Last Summer,Last Summer,2014,94,last summer,5.9,236,01/01/24 22:30,10/01/24
tt3374966,movie,The Mafia Kills Only in Summer,La mafia uccide solo d'estate,2013,90,the mafia kills only in summer,7.1,8936,01/01/24 22:30,10/01/24
tt3399862,movie,My Summer as a Goth,My Summer as a Goth,2018,100,my summer as a goth,5,130,01/01/24 22:30,10/01/24
tt3416536,movie,Hot Summer Nights,Hot Summer Nights,2017,107,hot summer nights,6.4,24005,01/01/24 22:30,10/01/24
tt3458196,movie,Freedom Summer,Freedom Summer,2014,113,freedom summer,7.8,233,01/01/24 22:30,10/01/24
tt3474600,movie,Little Forest: Summer/Autumn,Ritoru foresuto: Natsu/Aki,2014,111,little forest summerautumn,7.6,3526,01/01/24 22:30,10/01/24
tt3498918,movie,The Summer House,Das Sommerhaus,2014,95,the summer house,5.8,473,01/01/24 22:30,10/01/24
tt3523088,movie,"June, the Beginning of Summer","Birzelis, vasaros pradzia",1969,100,june the beginning of summer,6.9,38,01/01/24 22:30,10/01/24
tt3526924,movie,Summer Solstice,Letnie przesilenie,2015,96,summer solstice,6.2,427,01/01/24 22:30,10/01/24
tt3533254,movie,A Dozen Summers,A Dozen Summers,2015,82,a dozen summers,6.3,112,01/01/24 22:30,10/01/24
tt3623284,tvMovie,The Summers Sisters,The Summers Sisters,2014,29,the summers sisters,5.6,12,01/01/24 22:30,10/01/24
tt3625352,movie,Summer of Blood,Summer of Blood,2014,86,summer of blood,5.4,1231,01/01/24 22:30,10/01/24
tt3759430,movie,Summer Nights,Les nuits d'été,2014,104,summer nights,5.9,110,01/01/24 22:30,10/01/24
tt3808172,movie,A Midsummer's Fantasia,Han yeo-reum-ui pan-ta-ji-a,2014,96,a midsummers fantasia,6.6,233,01/01/24 22:30,10/01/24
tt3812730,movie,Julie Taymor's A Midsummer Night's Dream,A Midsummer Night's Dream,2014,144,julie taymors a midsummer nights dream,7.4,370,01/01/24 22:30,10/01/24
tt3838694,video,Kasabian Summer Solstice,Kasabian Summer Solstice,2014,NA,kasabian summer solstice,9.4,14,01/01/24 22:30,10/01/24
tt3883526,movie,Micky's Summer Resort,Micky's Summer Resort,2014,98,mickys summer resort,6.6,16,01/01/24 22:30,10/01/24
tt3898504,movie,Persona 3 the Movie: #2 Midsummer Knight's Dream,Persona 3 the Movie: #2 Midsummer Knight's Dream,2014,93,persona 3 the movie 2 midsummer knights dream,6.7,628,01/01/24 22:30,10/01/24
tt3906102,video,A Child's Time: A Child's Summer Time,Kodomo no jikan: Kodomo no natsu jikan,2011,23,a childs time a childs summer time,6.7,11,01/01/24 22:30,10/01/24
tt3914324,movie,Eternal Summer,Odödliga,2015,106,eternal summer,6.1,813,01/01/24 22:30,10/01/24
tt3948080,movie,Sweet Sweet Summertime,Sweet Sweet Summertime,2017,82,sweet sweet summertime,7.1,74,01/01/24 22:30,10/01/24
tt3979660,tvMovie,Journey to SummerSlam: The Destruction of the Shield,Journey to SummerSlam: The Destruction of the Shield,2014,69,journey to summerslam the destruction of the shield,7.7,111,01/01/24 22:30,10/01/24
tt3996544,tvMovie,Dragon Ball Z: Summer Vacation Special,Doragon bôru Z: Kyokugen batoru!! San dai sûpâ saiya-jin supesharu,1992,45,dragon ball z summer vacation special,5.9,138,01/01/24 22:30,10/01/24
tt4009226,movie,5 Seconds of Summer: So Perfect,5 Seconds of Summer: So Perfect,2014,70,5 seconds of summer so perfect,7.6,93,01/01/24 22:30,10/01/24
tt4021084,movie,This Summer Feeling,Ce sentiment de l'été,2015,106,this summer feeling,6.6,709,01/01/24 22:30,10/01/24
tt4074180,movie,Shakespeare's Globe: A Midsummer Night's Dream,Shakespeare's Globe: A Midsummer Night's Dream,2014,172,shakespeares globe a midsummer nights dream,8.3,196,01/01/24 22:30,10/01/24
tt4080768,movie,Summertime,La belle saison,2015,105,summertime,6.7,5747,01/01/24 22:30,10/01/24
tt4158862,movie,Last Summer. Zombie Town,Last Summer. Zombie Town,2008,58,last summer zombie town,8,35,01/01/24 22:30,10/01/24
tt4172146,movie,Summer of 8,Summer of 8,2016,88,summer of 8,5.5,1290,01/01/24 22:30,10/01/24
tt4182064,movie,Late Summer,Sensommer,2016,72,late summer,5.1,372,01/01/24 22:30,10/01/24
tt4288750,movie,The Last Summer of the Rich,Der letzte Sommer der Reichen,2014,92,the last summer of the rich,5.9,42,01/01/24 22:30,10/01/24
tt4308718,movie,Summertime,Summertime,2006,105,summertime,8.2,13,01/01/24 22:30,10/01/24
tt4354146,movie,Summerhouse Slaughter,Summerhouse Slaughter,2023,70,summerhouse slaughter,2.9,132,01/01/24 22:30,10/01/24
tt4357012,movie,16 Years till Summer,16 Years till Summer,2015,87,16 years till summer,6.6,19,01/01/24 22:30,10/01/24
tt4400040,tvMovie,A Summer in Barcelona,Ein Sommer in Barcelona,2015,88,a summer in barcelona,5.5,33,01/01/24 22:30,10/01/24
tt4464176,tvMovie,"The Summer of Rave, 1989","The Summer of Rave, 1989",2006,60,the summer of rave 1989,6.5,41,01/01/24 22:30,10/01/24
tt4469200,movie,The Dog Who Saved Summer,The Dog Who Saved Summer,2015,89,the dog who saved summer,4.6,252,01/01/24 22:30,10/01/24
tt4469246,tvMovie,Summer Vacation,Otpusk letom,2015,90,summer vacation,5.8,26,01/01/24 22:30,10/01/24
tt4590870,tvMovie,The Summer of the Cans,The Summer of the Cans,2014,59,the summer of the cans,8.1,20,01/01/24 22:30,10/01/24
tt4648826,movie,Summer Forever,Summer Forever,2015,95,summer forever,5.6,220,01/01/24 22:30,10/01/24
tt4650414,movie,Summertime,L'estate addosso,2016,103,summertime,6.2,1773,01/01/24 22:30,11/01/24
tt4672158,video,It's Summer! It's Swimsuits! It's Training Camp!,It's Summer! It's Swimsuits! It's Training Camp!,2012,24,its summer its swimsuits its training camp,8.3,34,01/01/24 22:30,11/01/24
tt4711486,movie,Summer on the Frontline,Soman kokkyô 15 sai no natsu,2015,94,summer on the frontline,4,10,01/01/24 22:30,11/01/24
tt4743250,tvMovie,Secret Summer,Secret Summer,2016,84,secret summer,6.2,1004,01/01/24 22:30,11/01/24
tt4807910,movie,Summer Breakers,Natsuyasumi no kyoshô,2015,NA,summer breakers,6.8,13,01/01/24 22:30,11/01/24
tt4833838,movie,Summer Issues,Summer Issues,2020,95,summer issues,6.5,59,01/01/24 22:30,11/01/24
tt4872210,movie,High Speed! Free! Starting Summer,Hai supîdo!: Free! Starting Days,2015,110,high speed free starting summer,7.1,632,01/01/24 22:30,11/01/24
tt4873170,movie,Summer's Over,Vara s-a sfârsit,2016,105,summers over,6.9,291,01/01/24 22:30,11/01/24
tt4940526,movie,Summer Daydream,Technicolour Daydream,2018,90,summer daydream,6.5,66,01/01/24 22:30,11/01/24
tt4949272,movie,The Summer of Frozen Fountains,The Summer of Frozen Fountains,2015,103,the summer of frozen fountains,7,82,01/01/24 22:30,11/01/24
tt4981724,tvMovie,Hontô ni atta Kowai Hanashi Summer Special 2015,Hontô ni atta Kowai Hanashi Summer Special 2015,2015,130,hontô ni atta kowai hanashi summer special 2015,6.5,15,01/01/24 22:30,11/01/24
tt4985108,movie,"A Summer Day, Your Voice","Natsu no hi, kimi no koe",2015,94,a summer day your voice,6.9,23,01/01/24 22:30,11/01/24
tt4997624,tvMovie,Summer Love,Summer Love,2016,83,summer love,6.4,2255,01/01/24 22:30,11/01/24
tt5039930,movie,The Summer Project,The Summer Project,2015,105,the summer project,7.5,13,01/01/24 22:30,11/01/24
tt5051278,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,2016,90,a midsummer nights dream,6.4,843,01/01/24 22:30,11/01/24
tt5062646,tvMovie,The Midsummer Wreath,Svatojánský venecek,2015,96,the midsummer wreath,5.4,116,01/01/24 22:30,11/01/24
tt5078158,movie,The Summer of All My Parents,Juillet août,2016,96,the summer of all my parents,5.4,263,01/01/24 22:30,11/01/24
tt5174962,movie,Cyberteam in Akihabara: 2011 Summer Vacations,Cyber Team in Akihabara: The Movie,1999,60,cyberteam in akihabara 2011 summer vacations,5,22,01/01/24 22:30,11/01/24
tt5192448,movie,Every Other Summer,Every Other Summer,2015,82,every other summer,5.8,13,01/01/24 22:30,11/01/24
tt5213932,movie,The Summer Help,The Summer Help,2016,68,the summer help,8.9,10,01/01/24 22:30,11/01/24
tt5220122,movie,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,hotel transylvania 3 summer vacation,6.3,86904,01/01/24 22:30,11/01/24
tt5222624,video,Five Seconds of Summer: How Did We End Up Here? Live at Wembley Arena,Five Seconds of Summer: How Did We End Up Here? Live at Wembley Arena,2015,95,five seconds of summer how did we end up here live at wembley arena,9,104,01/01/24 22:30,11/01/24
tt5233554,movie,Before the Summer Crowds,Qabl Zahmat el-Saif,2015,90,before the summer crowds,5.3,638,01/01/24 22:30,11/01/24
tt5333848,video,Girls Gone Wild: Summer Sexfest,Girls Gone Wild: Summer Sexfest,2014,NA,girls gone wild summer sexfest,6.8,16,01/01/24 22:30,11/01/24
tt5461628,movie,Bangkok Summer,Bangkok Summer,2011,150,bangkok summer,3.5,27,01/01/24 22:30,11/01/24
tt5543584,movie,Summer Guard,Kesävartija,2016,55,summer guard,6.5,20,01/01/24 22:30,11/01/24
tt5598212,movie,Midsummer in Newtown,Midsummer in Newtown,2016,81,midsummer in newtown,6.8,44,01/01/24 22:30,11/01/24
tt5599332,movie,Red Summer,Verano rojo,2017,89,red summer,3.6,398,01/01/24 22:30,11/01/24
tt5605934,movie,Here Comes the Summer: The Undertones Story,Here Comes the Summer: The Undertones Story,2012,59,here comes the summer the undertones story,6.2,12,01/01/24 22:30,11/01/24
tt5644394,movie,End of Summer,End of Summer,2017,85,end of summer,6.4,96,01/01/24 22:30,11/01/24
tt5659816,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2017,105,a midsummer nights dream,5.5,263,01/01/24 22:30,11/01/24
tt5670068,movie,Mr. Zhu's Summer,Mr. Zhu's Summer,2017,91,mr zhus summer,5.9,37,01/01/24 22:30,11/01/24
tt5702328,movie,Hardball: The Girls of Summer,Hardball: The Girls of Summer,2019,75,hardball the girls of summer,7,47,01/01/24 22:30,11/01/24
tt5734214,tvMovie,Summer in the City,Summer in the City,2016,83,summer in the city,6.3,1565,01/01/24 22:30,11/01/24
tt5740308,movie,One Summer Night,One Summer Night,2019,147,one summer night,6.1,43,01/01/24 22:30,11/01/24
tt5744236,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,2016,45,a midsummer nights dream,8.2,15,01/01/24 22:30,11/01/24
tt5755040,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2017,106,a midsummer nights dream,6.7,16,01/01/24 22:30,11/01/24
tt5772798,tvMovie,Euro 96: The Summer Football Came Home,Euro 96: The Summer Football Came Home,2016,NA,euro 96 the summer football came home,7.9,25,01/01/24 22:30,11/01/24
tt5774450,movie,Summer of 84,Summer of 84,2018,105,summer of 84,6.7,46770,01/01/24 22:30,11/01/24
tt5817498,tvMovie,Grandmother's Summer,Tabestane Aziz,2009,108,grandmothers summer,3.8,18,01/01/24 22:30,11/01/24
tt5828874,tvMovie,My Summer Prince,My Summer Prince,2016,87,my summer prince,6.1,2482,01/01/24 22:30,11/01/24
tt5834762,tvMovie,A Summer in Southern France,Ein Sommer in Südfrankreich,2016,90,a summer in southern france,5.7,76,01/01/24 22:30,11/01/24
tt5885620,movie,Summer with Mica,Summer with Mica,2016,91,summer with mica,6.2,17,01/01/24 22:30,11/01/24
tt5896568,movie,Age of Summer,Age of Summer,2018,88,age of summer,5.6,917,01/01/24 22:30,11/01/24
tt5897636,movie,Summer 1993,Estiu 1993,2017,97,summer 1993,7.1,8548,01/01/24 22:30,11/01/24
tt5900988,movie,Summer in the Forest,Summer in the Forest,2017,108,summer in the forest,7.8,42,01/01/24 22:30,11/01/24
tt5922484,tvMovie,Summer Villa,Summer Villa,2016,85,summer villa,6.7,2791,01/01/24 22:30,11/01/24
tt5984586,tvMovie,Honto ni Atta Kowai Hanashi Summer Special 2016,Honto ni Atta Kowai Hanashi Summer Special 2016,2016,120,honto ni atta kowai hanashi summer special 2016,7,19,01/01/24 22:30,11/01/24
tt6006234,tvMovie,Summer of '44,Die Freibadclique,2017,104,summer of 44,5.7,334,01/01/24 22:30,11/01/24
tt6008686,tvMovie,Summer of Dreams,Summer of Dreams,2016,84,summer of dreams,6.1,910,01/01/24 22:30,11/01/24
tt6044548,movie,Summer Children,Sumarbörn,2017,85,summer children,6.2,69,01/01/24 22:30,11/01/24
tt6046754,movie,Three Summers,Three Summers,2017,95,three summers,6.2,880,01/01/24 22:30,11/01/24
tt6060234,tvMovie,A Midsummer's Hawaiian Dream,A Midsummer's Hawaiian Dream,2016,84,a midsummers hawaiian dream,4.6,209,01/01/24 22:30,11/01/24
tt6075750,movie,Summer's Desire,Pao mo zhi xia,2016,98,summers desire,3.8,20,01/01/24 22:30,11/01/24
tt6097278,movie,Damned Summer,Verão Danado,2017,127,damned summer,5.2,330,01/01/24 22:30,11/01/24
tt6118258,movie,The Summer Is Gone,Ba yue,2016,106,the summer is gone,6.8,397,01/01/24 22:30,11/01/24
tt6133146,movie,Memories of Summer,Wspomnienie lata,2016,90,memories of summer,6.4,195,01/01/24 22:30,11/01/24
tt6150184,movie,Summer Snow,Mianhae saranghae gomaweo,2015,115,summer snow,6.5,60,01/01/24 22:30,11/01/24
tt6213850,movie,Searing Summer,Tabestan-e Dagh,2017,80,searing summer,5.6,614,01/01/24 22:30,11/01/24
tt6215166,tvMovie,A Midsummer's Nightmare,A Midsummer's Nightmare,2017,NA,a midsummers nightmare,6.8,54,01/01/24 22:30,11/01/24
tt6292622,movie,Summer Lights,Lumières d'été,2016,82,summer lights,6.6,107,01/01/24 22:30,11/01/24
tt6419470,movie,Three Summer Nights,Seuri seommeo nait,2015,108,three summer nights,5.9,42,01/01/24 22:30,11/01/24
tt6435566,tvMovie,Playboy Mid Summer Night's Dream Party 1985,Playboy Midsummer Night's Dream Party 1985,1985,NA,playboy mid summer nights dream party 1985,7,20,01/01/24 22:30,11/01/24
