,tconst,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
575,tt17382524,movie,"The Tunnel to Summer, the Exit of Goodbyes","Natsu e no tunnel, Sayonara no deguchi",2022.0,85.0,the tunnel to summer the exit of goodbyes,7.0,2659,01/01/24 21:30,09/01/24
576,tt1740053,movie,A Burning Hot Summer,Un été brûlant,2011.0,95.0,a burning hot summer,5.0,2365,01/01/24 21:30,09/01/24
577,tt1753865,movie,Summer Games,Giochi d'estate,2011.0,101.0,summer games,6.5,441,01/01/24 21:30,09/01/24
578,tt1754192,tvMovie,A Good Summer,Ein guter Sommer,2011.0,90.0,a good summer,7.0,66,01/01/24 21:30,09/01/24
579,tt17542524,movie,Shall I Compare You to a Summer's Day?,Bashtaalak sa'at,2022.0,66.0,shall i compare you to a summers day,5.9,175,01/01/24 21:30,09/01/24
580,tt1754719,movie,The Summer of 69,The Summer of 69,2009.0,,the summer of 69,7.9,14,01/01/24 21:30,09/01/24
581,tt1758771,movie,Summer of Dreams,Summer of Dreams,2011.0,123.0,summer of dreams,5.3,19,01/01/24 21:30,09/01/24
582,tt1764618,movie,Summertime Killers,Summertime Killers,2011.0,33.0,summertime killers,6.0,11,01/01/24 21:30,09/01/24
583,tt1773398,movie,Summer in Provence,Summer in Provence,2012.0,90.0,summer in provence,6.1,17,01/01/24 21:30,09/01/24
584,tt17736862,movie,My Summer in Ohio,My Summer in Ohio,2022.0,88.0,my summer in ohio,8.2,10,01/01/24 21:30,09/01/24
585,tt1785685,movie,Year Without a Summer,Wu xia zhi nian,2010.0,87.0,year without a summer,6.5,38,01/01/24 21:30,09/01/24
586,tt1795595,movie,Exit 91 Summerland,Exit 91 Summerland,2011.0,80.0,exit 91 summerland,2.7,14,01/01/24 21:30,09/01/24
587,tt1805502,movie,"WWE Summerslam: The Complete Anthology, Vol. 2","WWE Summerslam: The Complete Anthology, Vol. 2",2009.0,,wwe summerslam the complete anthology vol 2,6.6,21,01/01/24 21:30,09/01/24
588,tt18291400,movie,My Blue Summer,An lian: Ju sheng huai nan,2022.0,98.0,my blue summer,6.2,98,01/01/24 21:30,09/01/24
589,tt1830901,movie,"WWE: Summerslam - The Complete Anthology, Vol. 1","WWE: Summerslam - The Complete Anthology, Vol. 1",2009.0,,wwe summerslam  the complete anthology vol 1,7.4,21,01/01/24 21:30,09/01/24
590,tt1836213,movie,"WWE Summerslam: The Complete Anthology, Vol. 3","WWE Summerslam: The Complete Anthology, Vol. 3",2009.0,,wwe summerslam the complete anthology vol 3,7.1,27,01/01/24 21:30,09/01/24
591,tt18502434,movie,Fez Summer '55,Fez Summer '55,2023.0,,fez summer 55,8.2,23,01/01/24 21:30,09/01/24
592,tt1855182,video,Early One Summer,Early One Summer,2009.0,11.0,early one summer,5.8,23,01/01/24 21:30,09/01/24
593,tt1864368,movie,Indian Summer,Indian Summer,2011.0,70.0,indian summer,6.9,10,01/01/24 21:30,09/01/24
594,tt1864491,movie,Stealing Summers,Stealing Summers,2011.0,75.0,stealing summers,4.9,94,01/01/24 21:30,09/01/24
595,tt1864571,movie,"WWE Summerslam: The Complete Anthology, Vol. 4","WWE Summerslam: The Complete Anthology, Vol. 4",2008.0,,wwe summerslam the complete anthology vol 4,6.2,24,01/01/24 21:30,09/01/24
596,tt1874779,movie,The Summer of Massacre,The Summer of Massacre,2012.0,98.0,the summer of massacre,2.7,337,01/01/24 21:30,09/01/24
597,tt1886770,movie,Silent Summer,Stiller Sommer,2013.0,89.0,silent summer,5.7,72,01/01/24 21:30,09/01/24
598,tt1896818,movie,Summer of the Chew Toy Soul,Summer of the Chew Toy Soul,2011.0,70.0,summer of the chew toy soul,7.4,14,01/01/24 21:30,09/01/24
599,tt1905005,movie,Rage: Midsummer's Eve,Rage: Midsummer's Eve,2015.0,90.0,rage midsummers eve,3.4,308,01/01/24 21:30,09/01/24
600,tt1961265,movie,The Summer Side,Del lado del verano,2012.0,100.0,the summer side,5.8,136,01/01/24 21:30,09/01/24
601,tt19715962,movie,Darker Shades of Summer,Darker Shades of Summer,2023.0,80.0,darker shades of summer,2.5,479,01/01/24 21:30,09/01/24
602,tt19768694,movie,Summer Scars,Nos cérémonies,2022.0,104.0,summer scars,5.7,218,01/01/24 21:30,09/01/24
603,tt19770590,movie,Summer of 1941,Leto 1941 goda,2022.0,112.0,summer of 1941,6.0,147,01/01/24 21:30,09/01/24
604,tt1980107,movie,Endless Summer,Endless Summer,2013.0,73.0,endless summer,4.6,16,01/01/24 21:30,09/01/24
605,tt1980108,movie,Summer Promise,Summer Promise,2011.0,60.0,summer promise,8.0,186,01/01/24 21:30,09/01/24
606,tt1989593,movie,Red Hook Summer,Red Hook Summer,2012.0,121.0,red hook summer,5.3,1956,01/01/24 21:30,09/01/24
607,tt2005307,movie,Orahan Summer,Orahan Summer,2008.0,,orahan summer,4.5,11,01/01/24 21:30,09/01/24
608,tt2009504,movie,Summer with Kuro,Kuro ga ita natsu,1985.0,80.0,summer with kuro,6.5,32,01/01/24 21:30,09/01/24
609,tt20114622,tvMovie,Caribbean Summer,Caribbean Summer,2022.0,84.0,caribbean summer,6.4,776,01/01/24 21:30,09/01/24
610,tt20234746,movie,Sequel: Cruel Summer - Part II,Sequel: Cruel Summer - Part II,2022.0,,sequel cruel summer  part ii,5.0,41,01/01/24 21:30,09/01/24
611,tt2039331,movie,And They Call It Summer,E la chiamano estate,2012.0,89.0,and they call it summer,4.4,452,01/01/24 21:30,09/01/24
612,tt2050499,movie,A Stormy Summer Night,Orage,2015.0,83.0,a stormy summer night,4.7,124,01/01/24 21:30,09/01/24
613,tt2051930,movie,Midsummer Nightmares,Midsummer Nightmares,2011.0,,midsummer nightmares,5.4,47,01/01/24 21:30,09/01/24
614,tt20562058,movie,Project Summer,Project Summer,2022.0,92.0,project summer,5.7,36,01/01/24 21:30,09/01/24
615,tt20600968,video,#MST3KMindlessSummer Livestream III: BLOOD WATERS of DR. Z,#MST3KMindlessSummer Livestream III: BLOOD WATERS of DR. Z,2021.0,,mst3kmindlesssummer livestream iii blood waters of dr z,6.1,10,01/01/24 21:30,09/01/24
616,tt2066133,movie,The Wine of Summer,The Wine of Summer,2013.0,90.0,the wine of summer,5.2,472,01/01/24 21:30,09/01/24
617,tt2072876,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1959.0,90.0,a midsummer nights dream,9.1,124,01/01/24 21:30,09/01/24
618,tt2075088,movie,By Summer's End,Ad Sof Ha-kaitz,2011.0,95.0,by summers end,6.6,28,01/01/24 21:30,09/01/24
619,tt2075234,movie,Summer of Giacomo,L'estate di Giacomo,2011.0,78.0,summer of giacomo,6.3,256,01/01/24 21:30,09/01/24
620,tt20769484,movie,Summer with Hope,Summer with Hope,2022.0,99.0,summer with hope,5.8,49,01/01/24 21:30,09/01/24
621,tt20784210,tvMovie,Lego Star Wars Summer Vacation,LEGO Star Wars Summer Vacation,2022.0,45.0,lego star wars summer vacation,5.6,1785,01/01/24 21:30,09/01/24
622,tt21138358,movie,Párty Hárder: Summer Massacre,Párty Hárder: Summer Massacre,2022.0,100.0,párty hárder summer massacre,5.8,280,01/01/24 21:30,09/01/24
623,tt21151850,movie,Edge of Summer,Edge of Summer,2024.0,98.0,edge of summer,8.1,17,01/01/24 21:30,09/01/24
624,tt21158228,tvMovie,Summer at Charlotte's,Summer at Charlotte's,2023.0,82.0,summer at charlottes,6.4,62,01/01/24 21:30,09/01/24
625,tt21197442,video,I Know What You Did Last Summer: Deleted Scenes,I Know What You Did Last Summer: Deleted Scenes,2022.0,,i know what you did last summer deleted scenes,7.3,10,01/01/24 21:30,09/01/24
626,tt21197450,video,I Know What You Did Last Summer: Alternate Ending,I Know What You Did Last Summer: Alternate Ending,2022.0,,i know what you did last summer alternate ending,6.5,20,01/01/24 21:30,09/01/24
627,tt21206302,movie,The Sound of Summer,The Sound of Summer,2022.0,75.0,the sound of summer,5.5,100,01/01/24 21:30,09/01/24
628,tt21267296,movie,Hell of a Summer,Hell of a Summer,2023.0,88.0,hell of a summer,6.9,107,01/01/24 21:30,09/01/24
629,tt21272582,movie,Dying in Ibiza (A Film in Three Summers),Mourir à Ibiza (Un film en trois étés),2022.0,107.0,dying in ibiza a film in three summers,6.2,49,01/01/24 21:30,09/01/24
630,tt2140389,video,Shameless: Season 2 Sneak Peak - One Hot Summer,Shameless: Season 2 Sneak Peak - One Hot Summer,2011.0,5.0,shameless season 2 sneak peak  one hot summer,7.5,25,01/01/24 21:30,09/01/24
631,tt2149137,movie,Snow White: A Deadly Summer,Snow White: A Deadly Summer,2012.0,83.0,snow white a deadly summer,2.3,797,01/01/24 21:30,09/01/24
632,tt2158752,tvMovie,Gershwin's Summertime: The Song That Conquered the World,Gershwin's Summertime: The Song That Conquered the World,2011.0,59.0,gershwins summertime the song that conquered the world,7.7,13,01/01/24 21:30,09/01/24
633,tt2179116,movie,The Kings of Summer,The Kings of Summer,2013.0,95.0,the kings of summer,7.1,84748,01/01/24 21:30,09/01/24
634,tt21806358,movie,Summer Qamp,Summer Qamp,2023.0,80.0,summer qamp,7.3,46,01/01/24 21:30,09/01/24
635,tt2181814,movie,Summers Downstairs,Im Sommer wohnt er unten,2015.0,100.0,summers downstairs,6.3,236,01/01/24 21:30,09/01/24
636,tt2184287,movie,Summer in February,Summer in February,2013.0,100.0,summer in february,5.6,4317,01/01/24 21:30,09/01/24
637,tt21882432,video,Mugler: Spring Summer 2022,Mugler: Spring Summer 2022,2022.0,9.0,mugler spring summer 2022,4.3,18,01/01/24 21:30,09/01/24
638,tt2188926,tvMovie,Strawberry Summer,Strawberry Summer,2012.0,120.0,strawberry summer,5.8,834,01/01/24 21:30,09/01/24
639,tt21906990,movie,Summer Frost,Un hiver en été,2022.0,112.0,summer frost,4.5,131,01/01/24 21:30,09/01/24
640,tt2196053,movie,Something Like Summer,Something Like Summer,2017.0,115.0,something like summer,6.0,1541,01/01/24 21:30,09/01/24
641,tt22002112,movie,The Summer of Our Love,Mezhdu nami leto,2024.0,113.0,the summer of our love,5.9,42,01/01/24 21:30,09/01/24
642,tt22197856,movie,Summer Brother,Zomervacht,2023.0,100.0,summer brother,7.5,199,01/01/24 21:30,09/01/24
643,tt2221484,movie,The Last Soul on a Summer Night,The Last Soul on a Summer Night,2012.0,85.0,the last soul on a summer night,8.2,18,01/01/24 21:30,09/01/24
644,tt2221727,movie,Last Summer Won't Happen,Last Summer Won't Happen,1968.0,68.0,last summer wont happen,7.1,16,01/01/24 21:30,09/01/24
645,tt2222458,movie,The End of Summer,Natsu no owari,2013.0,114.0,the end of summer,6.0,142,01/01/24 21:30,09/01/24
646,tt22393386,video,Wet Hot American Summer: Original Cast Live Read,Wet Hot American Summer: Original Cast Live Read,2020.0,,wet hot american summer original cast live read,6.4,17,01/01/24 21:30,09/01/24
647,tt2253116,tvMovie,Summer Kiss,Summer Kiss,1987.0,,summer kiss,7.2,28,01/01/24 21:30,09/01/24
648,tt2265352,movie,Love Summer,Love Summer,2011.0,110.0,love summer,6.0,93,01/01/24 21:30,09/01/24
649,tt2279984,movie,The Summer Before,The Summer Before,2012.0,74.0,the summer before,6.9,17,01/01/24 21:30,09/01/24
650,tt2291980,movie,Summer with Selik,Summer with Selik,1992.0,53.0,summer with selik,7.8,17,01/01/24 21:30,09/01/24
651,tt2310958,movie,Summertime,Summertime,2012.0,93.0,summertime,3.2,231,01/01/24 21:30,09/01/24
652,tt2322240,movie,Indian Summer,Indian Summer,2013.0,84.0,indian summer,8.4,10,01/01/24 21:30,09/01/24
653,tt2326400,tvMovie,Summer Intensive,Summer Intensive,2012.0,,summer intensive,9.4,52,01/01/24 21:30,09/01/24
654,tt2327275,tvMovie,Summer in Alsace,Ein Sommer im Elsass,2012.0,89.0,summer in alsace,5.6,55,01/01/24 21:30,09/01/24
655,tt2337164,movie,Just One Summer,Just One Summer,2012.0,110.0,just one summer,7.3,37,01/01/24 21:30,09/01/24
656,tt2347351,movie,Elvis: Summer of '56,Elvis: Summer of '56,2011.0,47.0,elvis summer of 56,6.4,33,01/01/24 21:30,09/01/24
657,tt2349332,movie,Boyz of Summer,Boyz of Summer,2012.0,90.0,boyz of summer,8.2,16,01/01/24 21:30,09/01/24
658,tt2350954,movie,Santa's Summer House,Santa's Summer House,2013.0,90.0,santas summer house,2.4,556,01/01/24 21:30,09/01/24
659,tt2353979,tvMovie,A Summer in Croatia,Ein Sommer in Kroatien,2012.0,89.0,a summer in croatia,5.8,44,01/01/24 21:30,09/01/24
660,tt23575228,video,Rick and Morty: Summer's Sleepover,Rick and Morty: Summer's Sleepover,2022.0,10.0,rick and morty summers sleepover,5.3,327,01/01/24 21:30,09/01/24
661,tt2361172,video,ECW Super Summer Sizzler Spectacular,ECW Super Summer Sizzler Spectacular,1993.0,,ecw super summer sizzler spectacular,5.5,21,01/01/24 21:30,09/01/24
662,tt2363564,movie,Barcelona Summer Night,Barcelona nit d'estiu,2013.0,96.0,barcelona summer night,6.2,1409,01/01/24 21:30,10/01/24
663,tt2370230,movie,All Summers End,All Summers End,2017.0,90.0,all summers end,6.1,2969,01/01/24 21:30,10/01/24
664,tt23720262,movie,Summer of Violence,Summer of Violence,2023.0,104.0,summer of violence,8.4,109,01/01/24 21:30,10/01/24
665,tt2374965,movie,Summer Outside,Draussen ist Sommer,2012.0,96.0,summer outside,6.1,120,01/01/24 21:30,10/01/24
666,tt23768070,movie,The Hottest Summer,L'estate più calda,2023.0,96.0,the hottest summer,5.5,472,01/01/24 21:30,10/01/24
667,tt23770412,movie,One Summer,Le temps d'un été,2023.0,120.0,one summer,6.7,236,01/01/24 21:30,10/01/24
668,tt2378830,movie,Summer of '92,Sommeren '92,2015.0,93.0,summer of 92,6.8,4862,01/01/24 21:30,10/01/24
669,tt2388811,movie,Waiting for Summer,Waiting for Summer,2012.0,88.0,waiting for summer,7.8,11,01/01/24 21:30,10/01/24
670,tt2402985,movie,Ping Pong Summer,Ping Pong Summer,2014.0,92.0,ping pong summer,5.4,3035,01/01/24 22:30,10/01/24
671,tt2403803,movie,9 Days in Summer,9 Days in Summer,1967.0,48.0,9 days in summer,8.3,17,01/01/24 22:30,10/01/24
672,tt2403931,movie,Polar Bears: A Summer Odyssey,Polar Bears: A Summer Odyssey,2012.0,46.0,polar bears a summer odyssey,7.2,334,01/01/24 22:30,10/01/24
673,tt2404385,movie,Summer Snow,Summer Snow,2014.0,89.0,summer snow,6.2,345,01/01/24 22:30,10/01/24
674,tt2412556,movie,Midsummer's Equation,Manatsu no hôteishiki,2013.0,129.0,midsummers equation,6.6,1245,01/01/24 22:30,10/01/24
675,tt2436344,movie,A Very Unsettled Summer,O varã foarte instabilã,2013.0,98.0,a very unsettled summer,5.5,167,01/01/24 22:30,10/01/24
676,tt24515124,movie,Winter Spring Summer or Fall,Winter Spring Summer or Fall,2024.0,97.0,winter spring summer or fall,6.5,178,01/01/24 22:30,10/01/24
677,tt24805832,movie,In the Summers,In the Summers,2024.0,95.0,in the summers,6.9,137,01/01/24 22:30,10/01/24
678,tt2492664,movie,May in the Summer,May in the Summer,2013.0,99.0,may in the summer,5.7,910,01/01/24 22:30,10/01/24
679,tt2519890,movie,Summer Storm,Natsu no arashi,1956.0,87.0,summer storm,6.8,21,01/01/24 22:30,10/01/24
680,tt2562234,movie,Ninja Kids!!!: Summer Mission Impossible,Nintama Rantarô: Natsuyasumi shukudai daisakusen! no dan,2013.0,90.0,ninja kids summer mission impossible,6.6,61,01/01/24 22:30,10/01/24
681,tt2585078,movie,Summer League,Summer League,2013.0,95.0,summer league,5.1,415,01/01/24 22:30,10/01/24
682,tt25994098,movie,Summer,Tag-init,2023.0,91.0,summer,4.2,415,01/01/24 22:30,10/01/24
683,tt2638662,movie,Summer Camp,Summer Camp,2015.0,81.0,summer camp,5.1,4182,01/01/24 22:30,10/01/24
684,tt26439316,movie,Summer Solstice,Summer Solstice,2023.0,81.0,summer solstice,7.1,19,01/01/24 22:30,10/01/24
685,tt26508928,movie,First Snow of Summer,Sterne unter der Stadt,2023.0,90.0,first snow of summer,6.4,720,01/01/24 22:30,10/01/24
686,tt2691102,movie,Summer,Zomer,2014.0,89.0,summer,6.4,308,01/01/24 22:30,10/01/24
687,tt26928684,movie,Summer Camp,Summer Camp,2024.0,95.0,summer camp,4.5,642,01/01/24 22:30,10/01/24
688,tt2705574,movie,Midsummer Night's Tango,Mittsommernachtstango,2013.0,84.0,midsummer nights tango,7.3,136,01/01/24 22:30,10/01/24
689,tt27139897,movie,The Summer with Carmen,To kalokairi tis Karmen,2023.0,106.0,the summer with carmen,7.1,510,01/01/24 22:30,10/01/24
690,tt2719868,movie,Last Summer,Last Summer,2013.0,73.0,last summer,5.6,1140,01/01/24 22:30,10/01/24
691,tt27441898,movie,What the Finn?! - Summer of Surprises,Kannawoniwasein!,2023.0,94.0,what the finn  summer of surprises,6.4,48,01/01/24 22:30,10/01/24
692,tt27548375,movie,Psy Summer Swag 2022,Psy Summer Swag 2022,2023.0,86.0,psy summer swag 2022,7.6,52,01/01/24 22:30,10/01/24
693,tt27579804,movie,An Unforgettable Year: Summer,Um Ano Inesquecível: Verão,2023.0,101.0,an unforgettable year summer,5.3,231,01/01/24 22:30,10/01/24
694,tt28077172,movie,The Summer,The Summer,2023.0,,the summer,7.4,14,01/01/24 22:30,10/01/24
695,tt2816758,movie,Our Last Summer,Our Last Summer,2013.0,,our last summer,5.6,10,01/01/24 22:30,10/01/24
696,tt28248430,movie,Tomorrow X Together: Our Lost Summer,Tomorrow X Together: Our Lost Summer,2023.0,82.0,tomorrow x together our lost summer,8.2,109,01/01/24 22:30,10/01/24
697,tt28449053,movie,Snow in Midsummer,Snow in Midsummer,2023.0,116.0,snow in midsummer,6.7,119,01/01/24 22:30,10/01/24
698,tt28516220,movie,Zara & Erika: Summer Beach Party,Zara & Erika: Summer Beach Party,2023.0,105.0,zara  erika summer beach party,7.2,14,01/01/24 22:30,10/01/24
699,tt28521906,movie,Endless Summer Syndrome,Le syndrome de l'été sans fin,2023.0,98.0,endless summer syndrome,8.3,50,01/01/24 22:30,10/01/24
700,tt28569819,movie,Griffin in Summer,Griffin in Summer,2024.0,90.0,griffin in summer,8.6,38,01/01/24 22:30,10/01/24
701,tt28685746,video,Zac Posen: Z Spoke Spring/Summer 2011 Collection,Zac Posen: Z Spoke Spring/Summer 2011 Collection,2010.0,,zac posen z spoke springsummer 2011 collection,7.1,95,01/01/24 22:30,10/01/24
702,tt28686139,video,Jill Stuart Spring/Summer 2011 Collection,Jill Stuart Spring/Summer 2011 Collection,2010.0,8.0,jill stuart springsummer 2011 collection,6.1,305,01/01/24 22:30,10/01/24
703,tt2884186,movie,The Summer of Flying Fish,El Verano de los Peces Voladores,2013.0,95.0,the summer of flying fish,6.1,288,01/01/24 22:30,10/01/24
704,tt28941580,movie,"Summers, el rebelde","Summers, el rebelde",2024.0,83.0,summers el rebelde,7.7,14,01/01/24 22:30,10/01/24
705,tt2899120,movie,The Perfect Summer,The Perfect Summer,2013.0,80.0,the perfect summer,5.3,435,01/01/24 22:30,10/01/24
706,tt2901516,movie,A Horse for Summer,A Horse for Summer,2015.0,96.0,a horse for summer,4.7,216,01/01/24 22:30,10/01/24
707,tt2910342,movie,Dakota's Summer,Dakota's Summer,2014.0,91.0,dakotas summer,5.6,971,01/01/24 22:30,10/01/24
708,tt2910508,movie,Dark Summer,Dark Summer,2015.0,81.0,dark summer,4.2,3465,01/01/24 22:30,10/01/24
709,tt2911900,movie,9 Summers 10 Autumns,9 Summers 10 Autumns,2013.0,114.0,9 summers 10 autumns,8.1,81,01/01/24 22:30,10/01/24
710,tt2949890,movie,Last Summer,Ruedoo ron nan chan tai,2013.0,93.0,last summer,5.4,245,01/01/24 22:30,10/01/24
711,tt2955186,movie,Summer's Shadow,Summer's Shadow,2014.0,102.0,summers shadow,6.7,103,01/01/24 22:30,10/01/24
712,tt2960324,tvMovie,Summer in Portugal,Ein Sommer in Portugal,2013.0,89.0,summer in portugal,5.5,65,01/01/24 22:30,10/01/24
713,tt2994628,tvMovie,Deadly Summer,Mortel été,2013.0,90.0,deadly summer,5.5,64,01/01/24 22:30,10/01/24
714,tt2994832,movie,The Summer of Sangaile,Sangailes vasara,2015.0,90.0,the summer of sangaile,6.4,3443,01/01/24 22:30,10/01/24
715,tt3004380,movie,Midsummer Nightmares II: Summer's End,Midsummer Nightmares II: Summer's End,2014.0,,midsummer nightmares ii summers end,6.8,28,01/01/24 22:30,10/01/24
716,tt3013588,movie,My Summer in Provence,Avis de mistral,2014.0,105.0,my summer in provence,6.6,4131,01/01/24 22:30,10/01/24
717,tt3029368,tvMovie,Donna Summer: Hot Stuff,Donna Summer: Hot Stuff,2013.0,52.0,donna summer hot stuff,7.6,17,01/01/24 22:30,10/01/24
718,tt3071192,movie,Cruel Summer,Cruel Summer,2016.0,80.0,cruel summer,5.4,1084,01/01/24 22:30,10/01/24
719,tt30949231,movie,My Summer with Irene,Quell'estate con Irène,2024.0,90.0,my summer with irene,6.2,39,01/01/24 22:30,10/01/24
720,tt3097490,movie,Summertime,Kesäkaverit,2014.0,90.0,summertime,5.5,963,01/01/24 22:30,10/01/24
721,tt31240310,movie,Summer Time,Tabestane Haman Sal,2024.0,,summer time,8.2,116,01/01/24 22:30,10/01/24
722,tt3124986,movie,Summer '82: When Zappa Came to Sicily,Summer '82: When Zappa Came to Sicily,2013.0,81.0,summer 82 when zappa came to sicily,6.7,231,01/01/24 22:30,10/01/24
723,tt3128912,video,Zyuden Sentai Kyoryuger: It's Here! Armed on Midsummer Festival!!,Jûden Sentai Kyôryûjâ Detâ! Manatsu no Âmudo on Matsuri!!,2013.0,17.0,zyuden sentai kyoryuger its here armed on midsummer festival,4.6,10,01/01/24 22:30,10/01/24
724,tt3137764,movie,Staten Island Summer,Staten Island Summer,2015.0,108.0,staten island summer,5.6,7352,01/01/24 22:30,10/01/24
725,tt3149536,tvMovie,A Fairly Odd Summer,A Fairly Odd Summer,2014.0,68.0,a fairly odd summer,3.7,697,01/01/24 22:30,10/01/24
726,tt3160290,movie,Summer Times,Xia tian xie zou qu,2009.0,96.0,summer times,6.3,76,01/01/24 22:30,10/01/24
727,tt32135407,movie,Kyuka: Before Summer's End,Kyuka: Before Summer's End,2024.0,103.0,kyuka before summers end,7.9,16,01/01/24 22:30,10/01/24
728,tt32201950,movie,Manson: Summer of Blood,Manson: Summer of Blood,2024.0,,manson summer of blood,6.8,17,01/01/24 22:30,10/01/24
729,tt32235713,movie,Ya Boy Kongming! Road to Summer Sonia,Ya Boy Kongming! Road to Summer Sonia,2024.0,119.0,ya boy kongming road to summer sonia,7.2,13,01/01/24 22:30,10/01/24
730,tt3233548,movie,The Rolling Stones: Sweet Summer Sun - Hyde Park Live,The Rolling Stones: Sweet Summer Sun - Hyde Park Live,2013.0,121.0,the rolling stones sweet summer sun  hyde park live,8.0,421,01/01/24 22:30,10/01/24
731,tt32622643,tvMovie,Strawberry Shortcake's Summer Vacation,Strawberry Shortcake's Summer Vacation,2024.0,45.0,strawberry shortcakes summer vacation,6.8,11,01/01/24 22:30,10/01/24
732,tt3273932,movie,Last Summer,Last Summer,2014.0,94.0,last summer,5.9,236,01/01/24 22:30,10/01/24
733,tt3374966,movie,The Mafia Kills Only in Summer,La mafia uccide solo d'estate,2013.0,90.0,the mafia kills only in summer,7.1,8936,01/01/24 22:30,10/01/24
734,tt3399862,movie,My Summer as a Goth,My Summer as a Goth,2018.0,100.0,my summer as a goth,5.0,130,01/01/24 22:30,10/01/24
735,tt3416536,movie,Hot Summer Nights,Hot Summer Nights,2017.0,107.0,hot summer nights,6.4,24005,01/01/24 22:30,10/01/24
736,tt3458196,movie,Freedom Summer,Freedom Summer,2014.0,113.0,freedom summer,7.8,233,01/01/24 22:30,10/01/24
737,tt3474600,movie,Little Forest: Summer/Autumn,Ritoru foresuto: Natsu/Aki,2014.0,111.0,little forest summerautumn,7.6,3526,01/01/24 22:30,10/01/24
738,tt3498918,movie,The Summer House,Das Sommerhaus,2014.0,95.0,the summer house,5.8,473,01/01/24 22:30,10/01/24
739,tt3523088,movie,"June, the Beginning of Summer","Birzelis, vasaros pradzia",1969.0,100.0,june the beginning of summer,6.9,38,01/01/24 22:30,10/01/24
740,tt3526924,movie,Summer Solstice,Letnie przesilenie,2015.0,96.0,summer solstice,6.2,427,01/01/24 22:30,10/01/24
741,tt3533254,movie,A Dozen Summers,A Dozen Summers,2015.0,82.0,a dozen summers,6.3,112,01/01/24 22:30,10/01/24
742,tt3623284,tvMovie,The Summers Sisters,The Summers Sisters,2014.0,29.0,the summers sisters,5.6,12,01/01/24 22:30,10/01/24
743,tt3625352,movie,Summer of Blood,Summer of Blood,2014.0,86.0,summer of blood,5.4,1231,01/01/24 22:30,10/01/24
744,tt3759430,movie,Summer Nights,Les nuits d'été,2014.0,104.0,summer nights,5.9,110,01/01/24 22:30,10/01/24
745,tt3808172,movie,A Midsummer's Fantasia,Han yeo-reum-ui pan-ta-ji-a,2014.0,96.0,a midsummers fantasia,6.6,233,01/01/24 22:30,10/01/24
746,tt3812730,movie,Julie Taymor's A Midsummer Night's Dream,A Midsummer Night's Dream,2014.0,144.0,julie taymors a midsummer nights dream,7.4,370,01/01/24 22:30,10/01/24
747,tt3838694,video,Kasabian Summer Solstice,Kasabian Summer Solstice,2014.0,,kasabian summer solstice,9.4,14,01/01/24 22:30,10/01/24
748,tt3883526,movie,Micky's Summer Resort,Micky's Summer Resort,2014.0,98.0,mickys summer resort,6.6,16,01/01/24 22:30,10/01/24
749,tt3898504,movie,Persona 3 the Movie: #2 Midsummer Knight's Dream,Persona 3 the Movie: #2 Midsummer Knight's Dream,2014.0,93.0,persona 3 the movie 2 midsummer knights dream,6.7,628,01/01/24 22:30,10/01/24
750,tt3906102,video,A Child's Time: A Child's Summer Time,Kodomo no jikan: Kodomo no natsu jikan,2011.0,23.0,a childs time a childs summer time,6.7,11,01/01/24 22:30,10/01/24
751,tt3914324,movie,Eternal Summer,Odödliga,2015.0,106.0,eternal summer,6.1,813,01/01/24 22:30,10/01/24
752,tt3948080,movie,Sweet Sweet Summertime,Sweet Sweet Summertime,2017.0,82.0,sweet sweet summertime,7.1,74,01/01/24 22:30,10/01/24
753,tt3979660,tvMovie,Journey to SummerSlam: The Destruction of the Shield,Journey to SummerSlam: The Destruction of the Shield,2014.0,69.0,journey to summerslam the destruction of the shield,7.7,111,01/01/24 22:30,10/01/24
754,tt3996544,tvMovie,Dragon Ball Z: Summer Vacation Special,Doragon bôru Z: Kyokugen batoru!! San dai sûpâ saiya-jin supesharu,1992.0,45.0,dragon ball z summer vacation special,5.9,138,01/01/24 22:30,10/01/24
755,tt4009226,movie,5 Seconds of Summer: So Perfect,5 Seconds of Summer: So Perfect,2014.0,70.0,5 seconds of summer so perfect,7.6,93,01/01/24 22:30,10/01/24
756,tt4021084,movie,This Summer Feeling,Ce sentiment de l'été,2015.0,106.0,this summer feeling,6.6,709,01/01/24 22:30,10/01/24
757,tt4074180,movie,Shakespeare's Globe: A Midsummer Night's Dream,Shakespeare's Globe: A Midsummer Night's Dream,2014.0,172.0,shakespeares globe a midsummer nights dream,8.3,196,01/01/24 22:30,10/01/24
758,tt4080768,movie,Summertime,La belle saison,2015.0,105.0,summertime,6.7,5747,01/01/24 22:30,10/01/24
759,tt4158862,movie,Last Summer. Zombie Town,Last Summer. Zombie Town,2008.0,58.0,last summer zombie town,8.0,35,01/01/24 22:30,10/01/24
760,tt4172146,movie,Summer of 8,Summer of 8,2016.0,88.0,summer of 8,5.5,1290,01/01/24 22:30,10/01/24
761,tt4182064,movie,Late Summer,Sensommer,2016.0,72.0,late summer,5.1,372,01/01/24 22:30,10/01/24
