,tconst,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
190,tt0116686,movie,Japanese Summers of a Filipino Fundoshi,Japanese Summers of a Filipino Fundoshi,1996.0,,japanese summers of a filipino fundoshi,6.2,11,01/01/24 19:30,06/01/24
191,tt0117043,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,1996.0,105.0,a midsummer nights dream,6.2,394,01/01/24 19:30,06/01/24
192,tt0117085,movie,Moscow Summer,Moscow Summer,1996.0,80.0,moscow summer,8.3,10,01/01/24 19:30,06/01/24
193,tt0117310,movie,Paul Monette: The Brink of Summer's End,Paul Monette: The Brink of Summer's End,1996.0,90.0,paul monette the brink of summers end,8.0,95,01/01/24 19:30,06/01/24
194,tt0117779,tvMovie,The Summer of Ben Tyler,The Summer of Ben Tyler,1996.0,110.0,the summer of ben tyler,6.6,233,01/01/24 19:30,06/01/24
195,tt0117780,tvMovie,Summer of Fear,Summer of Fear,1996.0,100.0,summer of fear,5.3,305,01/01/24 19:30,06/01/24
196,tt0118720,movie,Bikini Summer III: South Beach Heat,Bikini Summer III: South Beach Heat,1997.0,87.0,bikini summer iii south beach heat,2.9,297,01/01/24 19:30,06/01/24
197,tt0119345,movie,I Know What You Did Last Summer,I Know What You Did Last Summer,1997.0,101.0,i know what you did last summer,5.8,159524,01/01/24 19:30,06/01/24
198,tt0122078,movie,Ardent Summer,Furia infernal,1973.0,90.0,ardent summer,5.7,74,01/01/24 19:30,06/01/24
199,tt0122181,movie,My Summer Vacation,My Summer Vacation,1996.0,95.0,my summer vacation,5.0,15,01/01/24 19:30,06/01/24
200,tt0123945,movie,That Brief Summer,Den korte sommer,1976.0,96.0,that brief summer,5.3,59,01/01/24 19:30,06/01/24
201,tt0125449,movie,Over the Summer,Over the Summer,1985.0,97.0,over the summer,5.1,45,01/01/24 19:30,06/01/24
202,tt0128648,movie,Summer of the Monkeys,Summer of the Monkeys,1998.0,101.0,summer of the monkeys,6.2,626,01/01/24 19:30,06/01/24
203,tt0130018,movie,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,1998.0,100.0,i still know what you did last summer,4.8,79290,01/01/24 19:30,07/01/24
204,tt0131432,movie,How I Spent My Summer Vacation,How I Spent My Summer Vacation,1997.0,73.0,how i spent my summer vacation,7.2,108,01/01/24 19:30,07/01/24
205,tt0133893,movie,Summer Rebellion,Kesäkapina,1970.0,81.0,summer rebellion,5.9,170,01/01/24 19:30,07/01/24
206,tt0134148,movie,Three Summer Days,Tri letnja dana,1997.0,90.0,three summer days,6.1,286,01/01/24 19:30,07/01/24
207,tt0134719,movie,Her Summer Hero,Her Summer Hero,1928.0,60.0,her summer hero,4.3,12,01/01/24 19:30,07/01/24
208,tt0137618,movie,Fruits of Summer,Les fruits de l'été,1955.0,105.0,fruits of summer,5.4,21,01/01/24 19:30,07/01/24
209,tt0137875,movie,This Summer at 5,Kesällä kello 5,1963.0,75.0,this summer at 5,5.6,126,01/01/24 19:30,07/01/24
210,tt0139684,movie,Stormy Summer,Un été d'orages,1989.0,95.0,stormy summer,5.7,52,01/01/24 19:30,07/01/24
211,tt0140379,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,1999.0,116.0,a midsummer nights dream,6.4,27181,01/01/24 19:30,07/01/24
212,tt0140944,tvMovie,Deadly Summer,Deadly Summer,1997.0,50.0,deadly summer,7.4,105,01/01/24 19:30,07/01/24
213,tt0143350,movie,A Summer by the River,Kuningasjätkä,1998.0,85.0,a summer by the river,6.4,716,01/01/24 19:30,07/01/24
214,tt0144397,tvMovie,My Summer with Des,My Summer with Des,1998.0,82.0,my summer with des,6.9,416,01/01/24 19:30,07/01/24
215,tt0145942,tvMovie,One Hot Summer Night,One Hot Summer Night,1998.0,100.0,one hot summer night,4.6,247,01/01/24 19:30,07/01/24
216,tt0157391,movie,White Horses of Summer,Bianchi cavalli d'Agosto,1975.0,89.0,white horses of summer,6.0,60,01/01/24 19:30,07/01/24
217,tt0160865,movie,New Kimagure Orange Road: Summer's Beginning,"Shin Kimagure Orenji Rôdo: Soshite, ano natsu no hajimari",1996.0,100.0,new kimagure orange road summers beginning,7.4,313,01/01/24 19:30,07/01/24
218,tt0162677,movie,Summer of Sam,Summer of Sam,1999.0,142.0,summer of sam,6.7,41927,01/01/24 19:30,07/01/24
219,tt0163264,movie,The Summer of the Hawk,Der Sommer des Falken,1988.0,106.0,the summer of the hawk,7.2,46,01/01/24 19:30,07/01/24
220,tt0168123,movie,A Long Hot Summer,Pitkä kuuma kesä,1999.0,100.0,a long hot summer,7.0,2727,01/01/24 19:30,07/01/24
221,tt0168198,movie,Summer Lightning,Summer Lightning,1985.0,,summer lightning,6.9,11,01/01/24 19:30,07/01/24
222,tt0171296,tvMovie,Basque Summer,Euzkadi été 1982,2003.0,55.0,basque summer,6.6,54,01/01/24 19:30,07/01/24
223,tt0171747,tvMovie,Sweet Games of Last Summer,Sladké hry minulého léta,1970.0,66.0,sweet games of last summer,6.3,133,01/01/24 19:30,07/01/24
224,tt0173151,tvMovie,Summer of Old Times,Régi nyár,1969.0,90.0,summer of old times,6.4,27,01/01/24 19:30,07/01/24
225,tt0174246,tvMovie,A Storm in Summer,A Storm in Summer,1970.0,90.0,a storm in summer,8.4,55,01/01/24 19:30,07/01/24
226,tt0174507,movie,Blue Lagoon: A Summer Experience,Hitonatsu no taiken: aoi sangosho,1981.0,68.0,blue lagoon a summer experience,6.1,64,01/01/24 19:30,07/01/24
227,tt0175820,movie,Concert at the End of Summer,Koncert na konci léta,1980.0,102.0,concert at the end of summer,6.5,35,01/01/24 19:30,07/01/24
228,tt0176164,tvMovie,A Midsummer Night's Dream,Le songe d'une nuit d'été,1969.0,141.0,a midsummer nights dream,8.4,45,01/01/24 19:30,07/01/24
229,tt0179328,movie,Little Summer Blues,Malé letní blues,1968.0,71.0,little summer blues,6.5,22,01/01/24 19:30,07/01/24
230,tt0179479,tvMovie,Summer Camp,Summer Camp,1978.0,62.0,summer camp,6.4,20,01/01/24 19:30,07/01/24
231,tt0180834,movie,A Quiet Summer,Mirno leto,1961.0,99.0,a quiet summer,8.0,105,01/01/24 19:30,07/01/24
232,tt0183320,movie,Midsummer Stories,Juhannustarinoita,1997.0,49.0,midsummer stories,7.0,24,01/01/24 19:30,07/01/24
233,tt0187852,movie,Summer's End,Fin d'été,1999.0,68.0,summers end,5.6,26,01/01/24 19:30,07/01/24
234,tt0188214,movie,Summer's Gone,Summer's Gone,1999.0,96.0,summers gone,6.4,12,01/01/24 19:30,07/01/24
235,tt0189660,movie,The Longest Summer,Hui nin yin fa dak bit doh,1998.0,128.0,the longest summer,7.2,487,01/01/24 19:30,07/01/24
236,tt0192644,tvMovie,Summer's End,Summer's End,1999.0,101.0,summers end,7.1,473,01/01/24 19:30,07/01/24
237,tt0193537,movie,Summer Rain,Summer Rain,2001.0,92.0,summer rain,4.1,112,01/01/24 19:30,07/01/24
238,tt0195517,tvMovie,All Summer in a Day,All Summer in a Day,1982.0,25.0,all summer in a day,7.6,504,01/01/24 19:30,07/01/24
239,tt0202618,movie,That Summer in LA,That Summer in LA,2000.0,,that summer in la,7.8,20,01/01/24 20:30,07/01/24
240,tt0204342,movie,Summer of the Moonlight Sonata,Gekko no natsu,1993.0,,summer of the moonlight sonata,7.6,10,01/01/24 20:30,07/01/24
241,tt0204932,movie,A Summer Tale,Den bästa sommaren,2000.0,91.0,a summer tale,7.3,4596,01/01/24 20:30,07/01/24
242,tt0210654,movie,Donald Duck's Summer Magic,Donald Duck's Summer Magic,1977.0,75.0,donald ducks summer magic,6.6,50,01/01/24 20:30,07/01/24
243,tt0214555,movie,Bullets Over Summer,Bau lit ying ging,1999.0,92.0,bullets over summer,6.7,846,01/01/24 20:30,07/01/24
244,tt0215519,movie,Anna's Summer,Annas Sommer,2001.0,107.0,annas summer,5.6,129,01/01/24 20:30,07/01/24
245,tt0217066,tvMovie,A Storm in Summer,A Storm in Summer,2000.0,94.0,a storm in summer,6.9,517,01/01/24 20:30,07/01/24
246,tt0218643,tvMovie,Summer in the Suburbs,Summer in the Suburbs,2000.0,90.0,summer in the suburbs,6.2,72,01/01/24 20:30,07/01/24
247,tt0218932,tvMovie,The Last Summer,Le dernier été,1997.0,81.0,the last summer,6.6,74,01/01/24 20:30,07/01/24
248,tt0220077,movie,The Summer Intern,The Summer Intern,2000.0,116.0,the summer intern,6.4,17,01/01/24 20:30,07/01/24
249,tt0221249,movie,Summer Hotel,Hotel de verano,1944.0,95.0,summer hotel,6.0,13,01/01/24 20:30,07/01/24
250,tt0226121,movie,Summer of Evil,Masho no natsu - 'Yotsuya kaidan' yori,1981.0,96.0,summer of evil,4.6,28,01/01/24 20:30,07/01/24
251,tt0228584,movie,One Day at Summer's End,Nureta futari,1968.0,82.0,one day at summers end,5.7,32,01/01/24 20:30,07/01/24
252,tt0234829,movie,Summer Catch,Summer Catch,2001.0,104.0,summer catch,5.1,16750,01/01/24 20:30,07/01/24
253,tt0241972,movie,Summer Dream,Sonho de Verão,1990.0,80.0,summer dream,4.7,190,01/01/24 20:30,07/01/24
254,tt0242916,movie,Summer Children,Summer Children,1965.0,90.0,summer children,7.3,53,01/01/24 20:30,07/01/24
255,tt0243315,video,Hot Body Competition: Summer Wet T Shirt Finals,Hot Body Competition: Summer Wet T Shirt Finals,1999.0,90.0,hot body competition summer wet t shirt finals,7.8,13,01/01/24 20:30,07/01/24
256,tt0243655,movie,Wet Hot American Summer,Wet Hot American Summer,2001.0,97.0,wet hot american summer,6.5,61008,01/01/24 20:30,07/01/24
257,tt0247527,movie,Spring Night Summer Night,Spring Night Summer Night,1967.0,82.0,spring night summer night,7.1,758,01/01/24 20:30,07/01/24
258,tt0247530,movie,Mississippi Summer,Mississippi Summer,1971.0,88.0,mississippi summer,6.5,11,01/01/24 20:30,07/01/24
259,tt0253197,movie,Sinner in the Summer Sun,Syndare i sommarsol,2001.0,98.0,sinner in the summer sun,4.7,171,01/01/24 20:30,07/01/24
260,tt0255374,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1981.0,156.0,a midsummer nights dream,7.3,35,01/01/24 20:30,07/01/24
261,tt0259741,movie,Summer Holiday,Ha yat dik mo mo cha,2000.0,98.0,summer holiday,5.8,534,01/01/24 20:30,07/01/24
262,tt0263321,movie,Roman Summer,Estate romana,2000.0,90.0,roman summer,6.2,335,01/01/24 20:30,07/01/24
263,tt0265548,movie,A Summer in a Sea Shell,Poletje v skoljki,1985.0,95.0,a summer in a sea shell,7.2,470,01/01/24 20:30,07/01/24
264,tt0265612,movie,Rain for a Dusty Summer,Rain for a Dusty Summer,1971.0,93.0,rain for a dusty summer,4.7,70,01/01/24 20:30,07/01/24
265,tt0268668,video,Summer in Holland,Summer in Holland,1992.0,60.0,summer in holland,7.5,10,01/01/24 20:30,07/01/24
266,tt0271062,tvMovie,Midsummer Rock,Midsummer Rock,1970.0,90.0,midsummer rock,6.9,23,01/01/24 20:30,07/01/24
267,tt0271853,movie,A Savage Summer,Un été sauvage,1970.0,93.0,a savage summer,5.8,34,01/01/24 20:30,07/01/24
268,tt0273191,tvMovie,Ellen De Generes: American Summer Documentary,Ellen De Generes: American Summer Documentary,2001.0,120.0,ellen de generes american summer documentary,8.5,37,01/01/24 20:30,07/01/24
269,tt0274114,movie,Summer in Bethlehem,Summer in Bethlehem,1998.0,143.0,summer in bethlehem,7.8,1625,01/01/24 20:30,07/01/24
270,tt0274917,movie,Sylvan Lake Summer,Sylvan Lake Summer,1990.0,95.0,sylvan lake summer,7.6,12,01/01/24 20:30,07/01/24
271,tt0275353,movie,Fists of Freedom: The Story of the '68 Summer Games,Fists of Freedom: The Story of the '68 Summer Games,1999.0,59.0,fists of freedom the story of the 68 summer games,7.6,107,01/01/24 20:30,07/01/24
272,tt0276538,movie,Summer of '69,Summer of '69,1969.0,55.0,summer of 69,5.8,24,01/01/24 20:30,07/01/24
273,tt0277714,movie,Funny Car Summer,Funny Car Summer,1974.0,88.0,funny car summer,5.7,87,01/01/24 20:30,07/01/24
274,tt0280128,movie,Summerdog,Summerdog,1977.0,90.0,summerdog,4.5,62,01/01/24 20:30,07/01/24
275,tt0280933,movie,Passing Summer,Mein langsames Leben,2001.0,85.0,passing summer,6.5,540,01/01/24 20:30,07/01/24
276,tt0283908,movie,Dangerous Summer,Baiga vasara,2000.0,112.0,dangerous summer,7.1,456,01/01/24 20:30,08/01/24
277,tt0285199,tvMovie,How I Spent My Summer Vacation,How I Spent My Summer Vacation,1993.0,,how i spent my summer vacation,4.2,32,01/01/24 20:30,08/01/24
278,tt0286162,movie,Stolen Summer,Stolen Summer,2002.0,91.0,stolen summer,6.5,2895,01/01/24 20:30,08/01/24
279,tt0287481,movie,Secret of One Summer,Hitonatsu no himitsu,1979.0,72.0,secret of one summer,5.1,18,01/01/24 20:30,08/01/24
280,tt0289114,movie,The Children's Midsummer Night's Dream,The Children's Midsummer Night's Dream,2001.0,115.0,the childrens midsummer nights dream,5.8,31,01/01/24 20:30,08/01/24
281,tt0290875,movie,Summer,Summer,2002.0,93.0,summer,5.6,187,01/01/24 20:30,08/01/24
282,tt0290916,movie,Summer Things,Embrassez qui vous voudrez,2002.0,103.0,summer things,6.5,2587,01/01/24 20:30,08/01/24
283,tt0293280,movie,Indian Summer,Indian seommeo,2001.0,104.0,indian summer,6.3,132,01/01/24 20:30,08/01/24
284,tt0297316,movie,Summer Love,O da Beni Seviyor,2001.0,106.0,summer love,6.5,342,01/01/24 20:30,08/01/24
285,tt0297414,movie,Summertime,Sseommeotaim,2001.0,104.0,summertime,5.3,372,01/01/24 20:30,08/01/24
286,tt0299430,tvMovie,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,1997.0,23.0,1st annual mystery science theater 3000 summer blockbuster review,7.6,254,01/01/24 20:30,08/01/24
287,tt0303060,tvMovie,A Small Summer Party,A Small Summer Party,2001.0,50.0,a small summer party,7.5,84,01/01/24 20:30,08/01/24
288,tt0303101,tvMovie,Summer of Love,Summer of Love,2001.0,90.0,summer of love,5.0,56,01/01/24 20:30,08/01/24
289,tt0305589,tvMovie,Cold as Summer,Froid comme l'été,2002.0,88.0,cold as summer,7.1,173,01/01/24 20:30,08/01/24
290,tt0305747,movie,The Last Summer,The Last Summer,2004.0,95.0,the last summer,6.3,85,01/01/24 20:30,08/01/24
291,tt0307623,movie,From Spring to Summer,Utomlennoe solntse,1988.0,93.0,from spring to summer,6.3,32,01/01/24 20:30,08/01/24
292,tt0311314,movie,I Stayed in Berlin All Summer,Ich bin den Sommer über in Berlin geblieben,1994.0,47.0,i stayed in berlin all summer,6.7,50,01/01/24 20:30,08/01/24
293,tt0312808,movie,Indian Summer,Indian Summer,1987.0,97.0,indian summer,5.6,19,01/01/24 20:30,08/01/24
294,tt0317079,movie,And Then Came Summer,And Then Came Summer,2000.0,115.0,and then came summer,4.6,485,01/01/24 20:30,08/01/24
295,tt0322629,movie,Two Summers,Houve uma Vez Dois Verões,2002.0,75.0,two summers,7.1,809,01/01/24 20:30,08/01/24
296,tt0323248,movie,A Midsummer Night's Rave,A Midsummer Night's Rave,2002.0,85.0,a midsummer nights rave,5.0,556,01/01/24 20:30,08/01/24
297,tt0326383,movie,High Sky Summer,Wang Shouxian de xia tian,2002.0,87.0,high sky summer,5.7,30,01/01/24 20:30,08/01/24
298,tt0326639,movie,Summer of Fun,Summer of Fun,1997.0,62.0,summer of fun,3.3,55,01/01/24 20:30,08/01/24
299,tt0329701,movie,Two Summers,Two Summers,2002.0,118.0,two summers,6.6,41,01/01/24 20:30,08/01/24
300,tt0334611,movie,Savage Summer,Verano salvaje,1980.0,85.0,savage summer,6.5,37,01/01/24 20:30,08/01/24
301,tt0341600,tvMovie,Summer of Terror: The Real Son of Sam Story,Summer of Terror: The Real Son of Sam Story,2001.0,49.0,summer of terror the real son of sam story,6.6,17,01/01/24 20:30,08/01/24
302,tt0345678,movie,Memories of the Olympic Summer of 1952,Memories of the Olympic Summer of 1952,1954.0,50.0,memories of the olympic summer of 1952,6.0,78,01/01/24 20:30,08/01/24
303,tt0346525,movie,Arizona Summer,Arizona Summer,2004.0,102.0,arizona summer,4.6,297,01/01/24 20:30,08/01/24
304,tt0347159,tvMovie,Hemingway: That Summer in Paris,Hemingway vs. Callaghan,2003.0,180.0,hemingway that summer in paris,6.4,52,01/01/24 20:30,08/01/24
305,tt0348142,movie,Summer Storm,Summer Storm,2004.0,,summer storm,8.0,20,01/01/24 20:30,08/01/24
306,tt0353671,movie,Summer in the Golden Valley,Ljeto u zlatnoj dolini,2003.0,105.0,summer in the golden valley,7.1,1183,01/01/24 20:30,08/01/24
307,tt0355336,movie,A Cold Summer,A Cold Summer,2003.0,83.0,a cold summer,6.0,51,01/01/24 20:30,08/01/24
308,tt0356154,movie,Wolf Summer,Ulvesommer,2003.0,87.0,wolf summer,5.9,1231,01/01/24 20:30,08/01/24
309,tt0358303,movie,The Tenth Summer,Der zehnte Sommer,2003.0,98.0,the tenth summer,7.2,95,01/01/24 20:30,08/01/24
310,tt0358605,movie,Eve in a Summer Dress,Natsufuku no Ibu,1984.0,98.0,eve in a summer dress,5.5,10,01/01/24 20:30,08/01/24
311,tt0358981,movie,The Girls in Summer,El banat waal saif,1960.0,147.0,the girls in summer,6.0,109,01/01/24 20:30,08/01/24
312,tt0361032,video,Hootie & the Blowfish: Summer Camp with Trucks,Hootie & the Blowfish: Summer Camp with Trucks,1995.0,116.0,hootie  the blowfish summer camp with trucks,7.2,24,01/01/24 20:30,08/01/24
313,tt0362201,video,Summer Desire,Summer Desire,2001.0,85.0,summer desire,4.9,40,01/01/24 20:30,08/01/24
314,tt0363857,movie,An Athens Summer Night's Dream,Oneiro kalokairinis nyhtas,1999.0,75.0,an athens summer nights dream,7.8,22,01/01/24 20:30,08/01/24
315,tt0364144,movie,Olga's Summer,Olgas Sommer,2002.0,105.0,olgas summer,6.0,116,01/01/24 20:30,08/01/24
316,tt0365908,video,Walking the Tracks: The Summer of Stand by Me,Walking the Tracks: The Summer of Stand by Me,2000.0,37.0,walking the tracks the summer of stand by me,7.5,208,01/01/24 21:30,08/01/24
317,tt0367955,tvMovie,Last Summer,Last Summer,2000.0,52.0,last summer,7.7,11,01/01/24 21:30,08/01/24
318,tt0372175,movie,A Summer Rain,Bir yaz yagmuru,1961.0,85.0,a summer rain,5.7,15,01/01/24 21:30,08/01/24
319,tt0374546,movie,"Spring, Summer, Fall, Winter... and Spring",Bom yeoreum gaeul gyeoul geurigo bom,2003.0,103.0,spring summer fall winter and spring,8.0,87290,01/01/24 21:30,08/01/24
320,tt0375604,video,The Kids Who Saved Summer,The Kids Who Saved Summer,2004.0,71.0,the kids who saved summer,5.4,86,01/01/24 21:30,08/01/24
321,tt0378702,tvMovie,A Midsummer's Play,Sanct Hansaften-spil,1979.0,98.0,a midsummers play,7.6,10,01/01/24 21:30,08/01/24
322,tt0381685,movie,A Boy's Summer in 1945,Utsukushii natsu kirishima,2002.0,118.0,a boys summer in 1945,7.0,66,01/01/24 21:30,08/01/24
323,tt0382189,movie,My Summer of Love,My Summer of Love,2004.0,86.0,my summer of love,6.7,21941,01/01/24 21:30,08/01/24
324,tt0382868,movie,Nasu: Summer in Andalusia,Nasu: Andalusia no natsu,2003.0,47.0,nasu summer in andalusia,7.0,438,01/01/24 21:30,08/01/24
325,tt0384567,movie,Summer Thunder,Summer Thunder,2003.0,81.0,summer thunder,4.8,79,01/01/24 21:30,08/01/24
326,tt0385006,movie,How the Garcia Girls Spent Their Summer,How the Garcia Girls Spent Their Summer,2005.0,128.0,how the garcia girls spent their summer,6.1,667,01/01/24 21:30,08/01/24
327,tt0387005,tvMovie,2nd Annual Mystery Science Theater 3000 Summer Blockbuster Review,2nd Annual Mystery Science Theater 3000 Summer Blockbuster Review,1998.0,22.0,2nd annual mystery science theater 3000 summer blockbuster review,7.6,174,01/01/24 21:30,08/01/24
328,tt0388446,movie,Summer with the Ghosts,Summer with the Ghosts,2003.0,85.0,summer with the ghosts,5.5,116,01/01/24 21:30,08/01/24
329,tt0399811,movie,Summer Show,Um Show de Verão,2004.0,97.0,summer show,2.4,196,01/01/24 21:30,08/01/24
330,tt0402303,video,Justine: A Midsummer Night's Dream,Justine: A Midsummer Night's Dream,1997.0,88.0,justine a midsummer nights dream,5.0,104,01/01/24 21:30,08/01/24
331,tt0404469,movie,Summer Seductions,Summer Seductions,1988.0,95.0,summer seductions,4.2,16,01/01/24 21:30,08/01/24
332,tt0408229,movie,Summer Solstice,Summer Solstice,2003.0,111.0,summer solstice,5.1,76,01/01/24 21:30,08/01/24
333,tt0409878,video,Demon Summer,Demon Summer,2003.0,80.0,demon summer,3.1,178,01/01/24 21:30,08/01/24
334,tt0411645,movie,Our Summer,Meän kesä,2004.0,57.0,our summer,8.8,27,01/01/24 21:30,08/01/24
335,tt0411883,movie,Slutty Summer,Slutty Summer,2004.0,85.0,slutty summer,5.1,901,01/01/24 21:30,08/01/24
336,tt0415183,movie,Summer Clouds,Nubes de verano,2004.0,100.0,summer clouds,6.2,415,01/01/24 21:30,08/01/24
337,tt0420206,movie,Summer Storm,Sommersturm,2004.0,98.0,summer storm,7.3,14543,01/01/24 21:30,08/01/24
338,tt0420229,movie,Summer Story,Summer Story,2004.0,76.0,summer story,6.5,64,01/01/24 21:30,08/01/24
339,tt0422748,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1999.0,94.0,a midsummer nights dream,7.4,41,01/01/24 21:30,08/01/24
340,tt0431476,movie,A Passing Summer's Rain,Yaz Yagmuru,1994.0,98.0,a passing summers rain,4.3,15,01/01/24 21:30,08/01/24
341,tt0434372,video,Summer of Tomorrows,Summer of Tomorrows,2003.0,110.0,summer of tomorrows,6.8,25,01/01/24 21:30,08/01/24
342,tt0443123,movie,Midsummer Dream,El sueño de una noche de San Juan,2005.0,85.0,midsummer dream,4.6,426,01/01/24 21:30,08/01/24
343,tt0443740,video,The Endless Summer Revisited,The Endless Summer Revisited,2000.0,70.0,the endless summer revisited,7.0,87,01/01/24 21:30,08/01/24
344,tt0445508,movie,Summer Heat,Kuang lian shi,1968.0,91.0,summer heat,5.5,31,01/01/24 21:30,08/01/24
345,tt0447601,video,Alice's Naked Summer,Alice's Naked Summer,2004.0,58.0,alices naked summer,4.3,10,01/01/24 21:30,08/01/24
346,tt0449945,movie,Five Summer Stories,Five Summer Stories,1972.0,94.0,five summer stories,8.3,63,01/01/24 21:30,08/01/24
347,tt0451204,video,The Snowman Who Saved Summer,The Snowman Who Saved Summer,2002.0,22.0,the snowman who saved summer,3.5,13,01/01/24 21:30,08/01/24
348,tt0453369,movie,Her Summer,Her Summer,2004.0,80.0,her summer,6.1,36,01/01/24 21:30,08/01/24
349,tt0455946,movie,My Brother's Summer,L'estate di mio fratello,2005.0,82.0,my brothers summer,6.8,106,01/01/24 21:30,08/01/24
350,tt0457415,video,A Midsummer Night's Dream,A Midsummer Night's Dream,1999.0,89.0,a midsummer nights dream,5.4,42,01/01/24 21:30,08/01/24
351,tt0457538,movie,Summer Running: The Race to Cure Breast Cancer,Summer Running: The Race to Cure Breast Cancer,2006.0,75.0,summer running the race to cure breast cancer,6.5,21,01/01/24 21:30,08/01/24
352,tt0457596,video,The Monkees: Live Summer Tour,The Monkees: Live Summer Tour,2002.0,,the monkees live summer tour,8.0,39,01/01/24 21:30,08/01/24
353,tt0466405,movie,XxxHOLiC the Movie: A Midsummer Night's Dream,Gekijôban XXXHolic Manatsu no yoru no yume,2005.0,60.0,xxxholic the movie a midsummer nights dream,7.1,739,01/01/24 21:30,08/01/24
354,tt0466456,movie,Midsummer Madness,Midsummer Madness,2007.0,94.0,midsummer madness,5.9,609,01/01/24 21:30,08/01/24
355,tt0469111,video,I'll Always Know What You Did Last Summer,I'll Always Know What You Did Last Summer,2006.0,92.0,ill always know what you did last summer,3.4,13566,01/01/24 21:30,08/01/24
356,tt0469731,video,Ball Talk: Baseball's Voices of Summer,Ball Talk: Baseball's Voices of Summer,1989.0,50.0,ball talk baseballs voices of summer,5.3,16,01/01/24 21:30,08/01/24
357,tt0469785,movie,A Limousine the Colour of Midsummer's Eve,Limuzins Janu nakts krasa,1981.0,84.0,a limousine the colour of midsummers eve,8.6,1326,01/01/24 21:30,08/01/24
358,tt0469979,movie,Summer School,Summer School,2006.0,89.0,summer school,4.5,350,01/01/24 21:30,08/01/24
359,tt0475255,movie,Dog Days of Summer,Dog Days of Summer,2007.0,88.0,dog days of summer,5.6,462,01/01/24 21:30,08/01/24
360,tt0476007,movie,Revolution Summer,Revolution Summer,2007.0,90.0,revolution summer,5.4,92,01/01/24 21:30,08/01/24
361,tt0477273,movie,Summer Rain,El camino de los ingleses,2006.0,118.0,summer rain,5.5,1256,01/01/24 21:30,08/01/24
362,tt0477877,movie,Summer in Berlin,Sommer vorm Balkon,2005.0,107.0,summer in berlin,6.9,2967,01/01/24 21:30,09/01/24
363,tt0479172,tvMovie,Summer Breeze: The Isley Brothers Greatest Hits Live,Summer Breeze: The Isley Brothers Greatest Hits Live,2005.0,60.0,summer breeze the isley brothers greatest hits live,6.4,12,01/01/24 21:30,09/01/24
364,tt0479310,movie,Summer Nuts,Summer Nuts,2006.0,90.0,summer nuts,7.8,18,01/01/24 21:30,09/01/24
365,tt0486020,movie,Summer Love,Summer Love,2006.0,94.0,summer love,3.5,582,01/01/24 21:30,09/01/24
366,tt0489563,movie,Stealing Summer,Stealing Summer,2004.0,90.0,stealing summer,6.1,26,01/01/24 21:30,09/01/24
367,tt0494969,movie,The Last Summer,De laatste zomer,2007.0,95.0,the last summer,6.9,440,01/01/24 21:30,09/01/24
368,tt0498567,movie,Summer Time Machine Blues,Samâ taimu mashin burûsu,2005.0,107.0,summer time machine blues,7.1,1708,01/01/24 21:30,09/01/24
369,tt0757898,movie,Summer Heat,Kaleldo,2006.0,95.0,summer heat,6.2,95,01/01/24 21:30,09/01/24
370,tt0770724,movie,Boys of Summer,Boys of Summer,2006.0,95.0,boys of summer,8.7,52,01/01/24 21:30,09/01/24
371,tt0770824,tvMovie,A Summer Day,Un jour d'été,2006.0,91.0,a summer day,6.4,312,01/01/24 21:30,09/01/24
372,tt0776728,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,2005.0,157.0,a midsummer nights dream,8.4,17,01/01/24 21:30,09/01/24
373,tt0791303,movie,A Summer in Genoa,Genova,2008.0,93.0,a summer in genoa,6.0,6807,01/01/24 21:30,09/01/24
374,tt0794288,movie,The Summer of Stickleback,Hariyo no natsu,2006.0,99.0,the summer of stickleback,5.6,10,01/01/24 21:30,09/01/24
375,tt0794374,movie,Summer Palace,Yi He Yuan,2006.0,158.0,summer palace,7.2,4407,01/01/24 21:30,09/01/24
376,tt0806679,movie,Summer '04,Sommer '04,2006.0,97.0,summer 04,6.4,835,01/01/24 21:30,09/01/24
377,tt0807963,video,That One Summer,That One Summer,2005.0,84.0,that one summer,6.9,38,01/01/24 21:30,09/01/24
378,tt0808487,movie,Summercamp!,Summercamp!,2006.0,85.0,summercamp,6.6,152,01/01/24 21:30,09/01/24
379,tt0819735,movie,Summerhood,Summerhood,2008.0,88.0,summerhood,6.4,680,01/01/24 21:30,09/01/24
380,tt0819835,video,The Making of 'I'll Always Know What You Did Last Summer',The Making of 'I'll Always Know What You Did Last Summer',2006.0,27.0,the making of ill always know what you did last summer,4.2,70,01/01/24 21:30,09/01/24
381,tt0825745,movie,Silly's Sweet Summer,Blöde Mütze!,2007.0,90.0,sillys sweet summer,6.8,238,01/01/24 21:30,09/01/24
382,tt0827742,tvMovie,That Summer Day,That Summer Day,2006.0,53.0,that summer day,8.1,26,01/01/24 21:30,09/01/24
