,Unnamed: 0_x,tconst,genres,Unnamed: 0_y,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
405,405,tt0143350,Comedy,213,movie,A Summer by the River,Kuningasjätkä,1998.0,85.0,a summer by the river,6.4,716,01/01/24 19:30,07/01/24
406,406,tt0143350,Drama,213,movie,A Summer by the River,Kuningasjätkä,1998.0,85.0,a summer by the river,6.4,716,01/01/24 19:30,07/01/24
407,407,tt0144397,Comedy,214,tvMovie,My Summer with Des,My Summer with Des,1998.0,82.0,my summer with des,6.9,416,01/01/24 19:30,07/01/24
408,408,tt0144397,Romance,214,tvMovie,My Summer with Des,My Summer with Des,1998.0,82.0,my summer with des,6.9,416,01/01/24 19:30,07/01/24
409,409,tt0144397,Sport,214,tvMovie,My Summer with Des,My Summer with Des,1998.0,82.0,my summer with des,6.9,416,01/01/24 19:30,07/01/24
410,410,tt0145942,Crime,215,tvMovie,One Hot Summer Night,One Hot Summer Night,1998.0,100.0,one hot summer night,4.6,247,01/01/24 19:30,07/01/24
411,411,tt0145942,Drama,215,tvMovie,One Hot Summer Night,One Hot Summer Night,1998.0,100.0,one hot summer night,4.6,247,01/01/24 19:30,07/01/24
412,412,tt0157391,Drama,216,movie,White Horses of Summer,Bianchi cavalli d'Agosto,1975.0,89.0,white horses of summer,6.0,60,01/01/24 19:30,07/01/24
413,413,tt0160865,Adventure,217,movie,New Kimagure Orange Road: Summer's Beginning,"Shin Kimagure Orenji Rôdo: Soshite, ano natsu no hajimari",1996.0,100.0,new kimagure orange road summers beginning,7.4,313,01/01/24 19:30,07/01/24
414,414,tt0160865,Animation,217,movie,New Kimagure Orange Road: Summer's Beginning,"Shin Kimagure Orenji Rôdo: Soshite, ano natsu no hajimari",1996.0,100.0,new kimagure orange road summers beginning,7.4,313,01/01/24 19:30,07/01/24
415,415,tt0160865,Comedy,217,movie,New Kimagure Orange Road: Summer's Beginning,"Shin Kimagure Orenji Rôdo: Soshite, ano natsu no hajimari",1996.0,100.0,new kimagure orange road summers beginning,7.4,313,01/01/24 19:30,07/01/24
416,416,tt0162677,Crime,218,movie,Summer of Sam,Summer of Sam,1999.0,142.0,summer of sam,6.7,41927,01/01/24 19:30,07/01/24
417,417,tt0162677,Drama,218,movie,Summer of Sam,Summer of Sam,1999.0,142.0,summer of sam,6.7,41927,01/01/24 19:30,07/01/24
418,418,tt0162677,Romance,218,movie,Summer of Sam,Summer of Sam,1999.0,142.0,summer of sam,6.7,41927,01/01/24 19:30,07/01/24
419,419,tt0163264,Adventure,219,movie,The Summer of the Hawk,Der Sommer des Falken,1988.0,106.0,the summer of the hawk,7.2,46,01/01/24 19:30,07/01/24
420,420,tt0168123,Comedy,220,movie,A Long Hot Summer,Pitkä kuuma kesä,1999.0,100.0,a long hot summer,7.0,2727,01/01/24 19:30,07/01/24
421,421,tt0168123,Music,220,movie,A Long Hot Summer,Pitkä kuuma kesä,1999.0,100.0,a long hot summer,7.0,2727,01/01/24 19:30,07/01/24
422,422,tt0168198,Drama,221,movie,Summer Lightning,Summer Lightning,1985.0,91.04358068315665,summer lightning,6.9,11,01/01/24 19:30,07/01/24
423,423,tt0168198,Romance,221,movie,Summer Lightning,Summer Lightning,1985.0,91.04358068315665,summer lightning,6.9,11,01/01/24 19:30,07/01/24
424,424,tt0171296,Documentary,222,tvMovie,Basque Summer,Euzkadi été 1982,2003.0,55.0,basque summer,6.6,54,01/01/24 19:30,07/01/24
425,425,tt0171747,Drama,223,tvMovie,Sweet Games of Last Summer,Sladké hry minulého léta,1970.0,66.0,sweet games of last summer,6.3,133,01/01/24 19:30,07/01/24
426,426,tt0173151,Drama,224,tvMovie,Summer of Old Times,Régi nyár,1969.0,90.0,summer of old times,6.4,27,01/01/24 19:30,07/01/24
427,427,tt0174246,Drama,225,tvMovie,A Storm in Summer,A Storm in Summer,1970.0,90.0,a storm in summer,8.4,55,01/01/24 19:30,07/01/24
428,428,tt0174507,Drama,226,movie,Blue Lagoon: A Summer Experience,Hitonatsu no taiken: aoi sangosho,1981.0,68.0,blue lagoon a summer experience,6.1,64,01/01/24 19:30,07/01/24
429,429,tt0175820,Biography,227,movie,Concert at the End of Summer,Koncert na konci léta,1980.0,102.0,concert at the end of summer,6.5,35,01/01/24 19:30,07/01/24
430,430,tt0176164,Fantasy,228,tvMovie,A Midsummer Night's Dream,Le songe d'une nuit d'été,1969.0,141.0,a midsummer nights dream,8.4,45,01/01/24 19:30,07/01/24
431,431,tt0179328,Romance,229,movie,Little Summer Blues,Malé letní blues,1968.0,71.0,little summer blues,6.5,22,01/01/24 19:30,07/01/24
432,432,tt0179479,,230,tvMovie,Summer Camp,Summer Camp,1978.0,62.0,summer camp,6.4,20,01/01/24 19:30,07/01/24
433,433,tt0180834,Comedy,231,movie,A Quiet Summer,Mirno leto,1961.0,99.0,a quiet summer,8.0,105,01/01/24 19:30,07/01/24
434,434,tt0183320,Drama,232,movie,Midsummer Stories,Juhannustarinoita,1997.0,49.0,midsummer stories,7.0,24,01/01/24 19:30,07/01/24
435,435,tt0187852,Comedy,233,movie,Summer's End,Fin d'été,1999.0,68.0,summers end,5.6,26,01/01/24 19:30,07/01/24
436,436,tt0187852,Drama,233,movie,Summer's End,Fin d'été,1999.0,68.0,summers end,5.6,26,01/01/24 19:30,07/01/24
437,437,tt0187852,Romance,233,movie,Summer's End,Fin d'été,1999.0,68.0,summers end,5.6,26,01/01/24 19:30,07/01/24
438,438,tt0188214,Drama,234,movie,Summer's Gone,Summer's Gone,1999.0,96.0,summers gone,6.4,12,01/01/24 19:30,07/01/24
439,439,tt0189660,Drama,235,movie,The Longest Summer,Hui nin yin fa dak bit doh,1998.0,128.0,the longest summer,7.2,487,01/01/24 19:30,07/01/24
440,440,tt0192644,Drama,236,tvMovie,Summer's End,Summer's End,1999.0,101.0,summers end,7.1,473,01/01/24 19:30,07/01/24
441,441,tt0192644,Family,236,tvMovie,Summer's End,Summer's End,1999.0,101.0,summers end,7.1,473,01/01/24 19:30,07/01/24
442,442,tt0193537,Comedy,237,movie,Summer Rain,Summer Rain,2001.0,92.0,summer rain,4.1,112,01/01/24 19:30,07/01/24
443,443,tt0193537,Romance,237,movie,Summer Rain,Summer Rain,2001.0,92.0,summer rain,4.1,112,01/01/24 19:30,07/01/24
444,444,tt0195517,Drama,238,tvMovie,All Summer in a Day,All Summer in a Day,1982.0,25.0,all summer in a day,7.6,504,01/01/24 19:30,07/01/24
445,445,tt0195517,Family,238,tvMovie,All Summer in a Day,All Summer in a Day,1982.0,25.0,all summer in a day,7.6,504,01/01/24 19:30,07/01/24
446,446,tt0195517,Sci-Fi,238,tvMovie,All Summer in a Day,All Summer in a Day,1982.0,25.0,all summer in a day,7.6,504,01/01/24 19:30,07/01/24
447,447,tt0202618,,239,movie,That Summer in LA,That Summer in LA,2000.0,91.04358068315665,that summer in la,7.8,20,01/01/24 20:30,07/01/24
448,448,tt0204342,,240,movie,Summer of the Moonlight Sonata,Gekko no natsu,1993.0,91.04358068315665,summer of the moonlight sonata,7.6,10,01/01/24 20:30,07/01/24
449,449,tt0204932,Comedy,241,movie,A Summer Tale,Den bästa sommaren,2000.0,91.0,a summer tale,7.3,4596,01/01/24 20:30,07/01/24
450,450,tt0204932,Drama,241,movie,A Summer Tale,Den bästa sommaren,2000.0,91.0,a summer tale,7.3,4596,01/01/24 20:30,07/01/24
451,451,tt0204932,Family,241,movie,A Summer Tale,Den bästa sommaren,2000.0,91.0,a summer tale,7.3,4596,01/01/24 20:30,07/01/24
452,452,tt0210654,Animation,242,movie,Donald Duck's Summer Magic,Donald Duck's Summer Magic,1977.0,75.0,donald ducks summer magic,6.6,50,01/01/24 20:30,07/01/24
453,453,tt0210654,Family,242,movie,Donald Duck's Summer Magic,Donald Duck's Summer Magic,1977.0,75.0,donald ducks summer magic,6.6,50,01/01/24 20:30,07/01/24
454,454,tt0214555,Action,243,movie,Bullets Over Summer,Bau lit ying ging,1999.0,92.0,bullets over summer,6.7,846,01/01/24 20:30,07/01/24
455,455,tt0214555,Crime,243,movie,Bullets Over Summer,Bau lit ying ging,1999.0,92.0,bullets over summer,6.7,846,01/01/24 20:30,07/01/24
456,456,tt0214555,Drama,243,movie,Bullets Over Summer,Bau lit ying ging,1999.0,92.0,bullets over summer,6.7,846,01/01/24 20:30,07/01/24
457,457,tt0215519,Drama,244,movie,Anna's Summer,Annas Sommer,2001.0,107.0,annas summer,5.6,129,01/01/24 20:30,07/01/24
458,458,tt0217066,Drama,245,tvMovie,A Storm in Summer,A Storm in Summer,2000.0,94.0,a storm in summer,6.9,517,01/01/24 20:30,07/01/24
459,459,tt0218643,Crime,246,tvMovie,Summer in the Suburbs,Summer in the Suburbs,2000.0,90.0,summer in the suburbs,6.2,72,01/01/24 20:30,07/01/24
460,460,tt0218643,Drama,246,tvMovie,Summer in the Suburbs,Summer in the Suburbs,2000.0,90.0,summer in the suburbs,6.2,72,01/01/24 20:30,07/01/24
461,461,tt0218932,Biography,247,tvMovie,The Last Summer,Le dernier été,1997.0,81.0,the last summer,6.6,74,01/01/24 20:30,07/01/24
462,462,tt0218932,Drama,247,tvMovie,The Last Summer,Le dernier été,1997.0,81.0,the last summer,6.6,74,01/01/24 20:30,07/01/24
463,463,tt0218932,History,247,tvMovie,The Last Summer,Le dernier été,1997.0,81.0,the last summer,6.6,74,01/01/24 20:30,07/01/24
464,464,tt0220077,,248,movie,The Summer Intern,The Summer Intern,2000.0,116.0,the summer intern,6.4,17,01/01/24 20:30,07/01/24
465,465,tt0221249,Comedy,249,movie,Summer Hotel,Hotel de verano,1944.0,95.0,summer hotel,6.0,13,01/01/24 20:30,07/01/24
466,466,tt0221249,Drama,249,movie,Summer Hotel,Hotel de verano,1944.0,95.0,summer hotel,6.0,13,01/01/24 20:30,07/01/24
467,467,tt0221249,Music,249,movie,Summer Hotel,Hotel de verano,1944.0,95.0,summer hotel,6.0,13,01/01/24 20:30,07/01/24
468,468,tt0226121,Crime,250,movie,Summer of Evil,Masho no natsu - 'Yotsuya kaidan' yori,1981.0,96.0,summer of evil,4.6,28,01/01/24 20:30,07/01/24
469,469,tt0226121,Drama,250,movie,Summer of Evil,Masho no natsu - 'Yotsuya kaidan' yori,1981.0,96.0,summer of evil,4.6,28,01/01/24 20:30,07/01/24
470,470,tt0226121,Horror,250,movie,Summer of Evil,Masho no natsu - 'Yotsuya kaidan' yori,1981.0,96.0,summer of evil,4.6,28,01/01/24 20:30,07/01/24
471,471,tt0228584,Drama,251,movie,One Day at Summer's End,Nureta futari,1968.0,82.0,one day at summers end,5.7,32,01/01/24 20:30,07/01/24
472,472,tt0234829,Comedy,252,movie,Summer Catch,Summer Catch,2001.0,104.0,summer catch,5.1,16750,01/01/24 20:30,07/01/24
473,473,tt0234829,Drama,252,movie,Summer Catch,Summer Catch,2001.0,104.0,summer catch,5.1,16750,01/01/24 20:30,07/01/24
474,474,tt0234829,Romance,252,movie,Summer Catch,Summer Catch,2001.0,104.0,summer catch,5.1,16750,01/01/24 20:30,07/01/24
475,475,tt0241972,Comedy,253,movie,Summer Dream,Sonho de Verão,1990.0,80.0,summer dream,4.7,190,01/01/24 20:30,07/01/24
476,476,tt0241972,Drama,253,movie,Summer Dream,Sonho de Verão,1990.0,80.0,summer dream,4.7,190,01/01/24 20:30,07/01/24
477,477,tt0241972,Family,253,movie,Summer Dream,Sonho de Verão,1990.0,80.0,summer dream,4.7,190,01/01/24 20:30,07/01/24
478,478,tt0242916,Drama,254,movie,Summer Children,Summer Children,1965.0,90.0,summer children,7.3,53,01/01/24 20:30,07/01/24
479,479,tt0242916,Music,254,movie,Summer Children,Summer Children,1965.0,90.0,summer children,7.3,53,01/01/24 20:30,07/01/24
480,480,tt0242916,Romance,254,movie,Summer Children,Summer Children,1965.0,90.0,summer children,7.3,53,01/01/24 20:30,07/01/24
481,481,tt0243315,Documentary,255,video,Hot Body Competition: Summer Wet T Shirt Finals,Hot Body Competition: Summer Wet T Shirt Finals,1999.0,90.0,hot body competition summer wet t shirt finals,7.8,13,01/01/24 20:30,07/01/24
482,482,tt0243655,Comedy,256,movie,Wet Hot American Summer,Wet Hot American Summer,2001.0,97.0,wet hot american summer,6.5,61008,01/01/24 20:30,07/01/24
483,483,tt0243655,Romance,256,movie,Wet Hot American Summer,Wet Hot American Summer,2001.0,97.0,wet hot american summer,6.5,61008,01/01/24 20:30,07/01/24
484,484,tt0247527,Drama,257,movie,Spring Night Summer Night,Spring Night Summer Night,1967.0,82.0,spring night summer night,7.1,758,01/01/24 20:30,07/01/24
485,485,tt0247530,Drama,258,movie,Mississippi Summer,Mississippi Summer,1971.0,88.0,mississippi summer,6.5,11,01/01/24 20:30,07/01/24
486,486,tt0253197,Drama,259,movie,Sinner in the Summer Sun,Syndare i sommarsol,2001.0,98.0,sinner in the summer sun,4.7,171,01/01/24 20:30,07/01/24
487,487,tt0255374,Comedy,260,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1981.0,156.0,a midsummer nights dream,7.3,35,01/01/24 20:30,07/01/24
488,488,tt0255374,Fantasy,260,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1981.0,156.0,a midsummer nights dream,7.3,35,01/01/24 20:30,07/01/24
489,489,tt0255374,Music,260,tvMovie,A Midsummer Night's Dream,A Midsummer Night's Dream,1981.0,156.0,a midsummer nights dream,7.3,35,01/01/24 20:30,07/01/24
490,490,tt0259741,Comedy,261,movie,Summer Holiday,Ha yat dik mo mo cha,2000.0,98.0,summer holiday,5.8,534,01/01/24 20:30,07/01/24
491,491,tt0259741,Romance,261,movie,Summer Holiday,Ha yat dik mo mo cha,2000.0,98.0,summer holiday,5.8,534,01/01/24 20:30,07/01/24
492,492,tt0263321,Comedy,262,movie,Roman Summer,Estate romana,2000.0,90.0,roman summer,6.2,335,01/01/24 20:30,07/01/24
493,493,tt0263321,Drama,262,movie,Roman Summer,Estate romana,2000.0,90.0,roman summer,6.2,335,01/01/24 20:30,07/01/24
494,494,tt0265548,Comedy,263,movie,A Summer in a Sea Shell,Poletje v skoljki,1985.0,95.0,a summer in a sea shell,7.2,470,01/01/24 20:30,07/01/24
495,495,tt0265548,Family,263,movie,A Summer in a Sea Shell,Poletje v skoljki,1985.0,95.0,a summer in a sea shell,7.2,470,01/01/24 20:30,07/01/24
496,496,tt0265612,Drama,264,movie,Rain for a Dusty Summer,Rain for a Dusty Summer,1971.0,93.0,rain for a dusty summer,4.7,70,01/01/24 20:30,07/01/24
497,497,tt0265612,Western,264,movie,Rain for a Dusty Summer,Rain for a Dusty Summer,1971.0,93.0,rain for a dusty summer,4.7,70,01/01/24 20:30,07/01/24
498,498,tt0268668,Documentary,265,video,Summer in Holland,Summer in Holland,1992.0,60.0,summer in holland,7.5,10,01/01/24 20:30,07/01/24
499,499,tt0271062,Documentary,266,tvMovie,Midsummer Rock,Midsummer Rock,1970.0,90.0,midsummer rock,6.9,23,01/01/24 20:30,07/01/24
500,500,tt0271062,Music,266,tvMovie,Midsummer Rock,Midsummer Rock,1970.0,90.0,midsummer rock,6.9,23,01/01/24 20:30,07/01/24
501,501,tt0271853,Drama,267,movie,A Savage Summer,Un été sauvage,1970.0,93.0,a savage summer,5.8,34,01/01/24 20:30,07/01/24
502,502,tt0273191,Comedy,268,tvMovie,Ellen De Generes: American Summer Documentary,Ellen De Generes: American Summer Documentary,2001.0,120.0,ellen de generes american summer documentary,8.5,37,01/01/24 20:30,07/01/24
503,503,tt0273191,Documentary,268,tvMovie,Ellen De Generes: American Summer Documentary,Ellen De Generes: American Summer Documentary,2001.0,120.0,ellen de generes american summer documentary,8.5,37,01/01/24 20:30,07/01/24
504,504,tt0274114,Comedy,269,movie,Summer in Bethlehem,Summer in Bethlehem,1998.0,143.0,summer in bethlehem,7.8,1625,01/01/24 20:30,07/01/24
505,505,tt0274114,Drama,269,movie,Summer in Bethlehem,Summer in Bethlehem,1998.0,143.0,summer in bethlehem,7.8,1625,01/01/24 20:30,07/01/24
506,506,tt0274917,Drama,270,movie,Sylvan Lake Summer,Sylvan Lake Summer,1990.0,95.0,sylvan lake summer,7.6,12,01/01/24 20:30,07/01/24
507,507,tt0275353,Documentary,271,movie,Fists of Freedom: The Story of the '68 Summer Games,Fists of Freedom: The Story of the '68 Summer Games,1999.0,59.0,fists of freedom the story of the 68 summer games,7.6,107,01/01/24 20:30,07/01/24
508,508,tt0275353,History,271,movie,Fists of Freedom: The Story of the '68 Summer Games,Fists of Freedom: The Story of the '68 Summer Games,1999.0,59.0,fists of freedom the story of the 68 summer games,7.6,107,01/01/24 20:30,07/01/24
509,509,tt0275353,Sport,271,movie,Fists of Freedom: The Story of the '68 Summer Games,Fists of Freedom: The Story of the '68 Summer Games,1999.0,59.0,fists of freedom the story of the 68 summer games,7.6,107,01/01/24 20:30,07/01/24
510,510,tt0276538,Romance,272,movie,Summer of '69,Summer of '69,1969.0,55.0,summer of 69,5.8,24,01/01/24 20:30,07/01/24
511,511,tt0277714,Documentary,273,movie,Funny Car Summer,Funny Car Summer,1974.0,88.0,funny car summer,5.7,87,01/01/24 20:30,07/01/24
512,512,tt0280128,Comedy,274,movie,Summerdog,Summerdog,1977.0,90.0,summerdog,4.5,62,01/01/24 20:30,07/01/24
513,513,tt0280128,Family,274,movie,Summerdog,Summerdog,1977.0,90.0,summerdog,4.5,62,01/01/24 20:30,07/01/24
514,514,tt0280933,Drama,275,movie,Passing Summer,Mein langsames Leben,2001.0,85.0,passing summer,6.5,540,01/01/24 20:30,07/01/24
515,515,tt0283908,Drama,276,movie,Dangerous Summer,Baiga vasara,2000.0,112.0,dangerous summer,7.1,456,01/01/24 20:30,08/01/24
516,516,tt0283908,History,276,movie,Dangerous Summer,Baiga vasara,2000.0,112.0,dangerous summer,7.1,456,01/01/24 20:30,08/01/24
517,517,tt0285199,Family,277,tvMovie,How I Spent My Summer Vacation,How I Spent My Summer Vacation,1993.0,91.04358068315665,how i spent my summer vacation,4.2,32,01/01/24 20:30,08/01/24
518,518,tt0286162,Drama,278,movie,Stolen Summer,Stolen Summer,2002.0,91.0,stolen summer,6.5,2895,01/01/24 20:30,08/01/24
519,519,tt0287481,Mystery,279,movie,Secret of One Summer,Hitonatsu no himitsu,1979.0,72.0,secret of one summer,5.1,18,01/01/24 20:30,08/01/24
520,520,tt0289114,Drama,280,movie,The Children's Midsummer Night's Dream,The Children's Midsummer Night's Dream,2001.0,115.0,the childrens midsummer nights dream,5.8,31,01/01/24 20:30,08/01/24
521,521,tt0289114,Fantasy,280,movie,The Children's Midsummer Night's Dream,The Children's Midsummer Night's Dream,2001.0,115.0,the childrens midsummer nights dream,5.8,31,01/01/24 20:30,08/01/24
522,522,tt0290875,Comedy,281,movie,Summer,Summer,2002.0,93.0,summer,5.6,187,01/01/24 20:30,08/01/24
523,523,tt0290875,Drama,281,movie,Summer,Summer,2002.0,93.0,summer,5.6,187,01/01/24 20:30,08/01/24
524,524,tt0290875,Romance,281,movie,Summer,Summer,2002.0,93.0,summer,5.6,187,01/01/24 20:30,08/01/24
525,525,tt0290916,Comedy,282,movie,Summer Things,Embrassez qui vous voudrez,2002.0,103.0,summer things,6.5,2587,01/01/24 20:30,08/01/24
526,526,tt0290916,Drama,282,movie,Summer Things,Embrassez qui vous voudrez,2002.0,103.0,summer things,6.5,2587,01/01/24 20:30,08/01/24
527,527,tt0290916,Romance,282,movie,Summer Things,Embrassez qui vous voudrez,2002.0,103.0,summer things,6.5,2587,01/01/24 20:30,08/01/24
528,528,tt0293280,Crime,283,movie,Indian Summer,Indian seommeo,2001.0,104.0,indian summer,6.3,132,01/01/24 20:30,08/01/24
529,529,tt0293280,Drama,283,movie,Indian Summer,Indian seommeo,2001.0,104.0,indian summer,6.3,132,01/01/24 20:30,08/01/24
530,530,tt0297316,Drama,284,movie,Summer Love,O da Beni Seviyor,2001.0,106.0,summer love,6.5,342,01/01/24 20:30,08/01/24
531,531,tt0297414,Drama,285,movie,Summertime,Sseommeotaim,2001.0,104.0,summertime,5.3,372,01/01/24 20:30,08/01/24
532,532,tt0297414,Thriller,285,movie,Summertime,Sseommeotaim,2001.0,104.0,summertime,5.3,372,01/01/24 20:30,08/01/24
533,533,tt0299430,Comedy,286,tvMovie,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,1997.0,23.0,1st annual mystery science theater 3000 summer blockbuster review,7.6,254,01/01/24 20:30,08/01/24
534,534,tt0299430,Sci-Fi,286,tvMovie,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,1st Annual Mystery Science Theater 3000 Summer Blockbuster Review,1997.0,23.0,1st annual mystery science theater 3000 summer blockbuster review,7.6,254,01/01/24 20:30,08/01/24
535,535,tt0303060,Comedy,287,tvMovie,A Small Summer Party,A Small Summer Party,2001.0,50.0,a small summer party,7.5,84,01/01/24 20:30,08/01/24
536,536,tt0303060,Drama,287,tvMovie,A Small Summer Party,A Small Summer Party,2001.0,50.0,a small summer party,7.5,84,01/01/24 20:30,08/01/24
537,537,tt0303101,Drama,288,tvMovie,Summer of Love,Summer of Love,2001.0,90.0,summer of love,5.0,56,01/01/24 20:30,08/01/24
538,538,tt0303101,Romance,288,tvMovie,Summer of Love,Summer of Love,2001.0,90.0,summer of love,5.0,56,01/01/24 20:30,08/01/24
539,539,tt0305589,Drama,289,tvMovie,Cold as Summer,Froid comme l'été,2002.0,88.0,cold as summer,7.1,173,01/01/24 20:30,08/01/24
540,540,tt0305747,Drama,290,movie,The Last Summer,The Last Summer,2004.0,95.0,the last summer,6.3,85,01/01/24 20:30,08/01/24
541,541,tt0307623,Action,291,movie,From Spring to Summer,Utomlennoe solntse,1988.0,93.0,from spring to summer,6.3,32,01/01/24 20:30,08/01/24
542,542,tt0307623,War,291,movie,From Spring to Summer,Utomlennoe solntse,1988.0,93.0,from spring to summer,6.3,32,01/01/24 20:30,08/01/24
543,543,tt0311314,Drama,292,movie,I Stayed in Berlin All Summer,Ich bin den Sommer über in Berlin geblieben,1994.0,47.0,i stayed in berlin all summer,6.7,50,01/01/24 20:30,08/01/24
544,544,tt0312808,Drama,293,movie,Indian Summer,Indian Summer,1987.0,97.0,indian summer,5.6,19,01/01/24 20:30,08/01/24
545,545,tt0317079,Drama,294,movie,And Then Came Summer,And Then Came Summer,2000.0,115.0,and then came summer,4.6,485,01/01/24 20:30,08/01/24
546,546,tt0322629,Comedy,295,movie,Two Summers,Houve uma Vez Dois Verões,2002.0,75.0,two summers,7.1,809,01/01/24 20:30,08/01/24
547,547,tt0322629,Romance,295,movie,Two Summers,Houve uma Vez Dois Verões,2002.0,75.0,two summers,7.1,809,01/01/24 20:30,08/01/24
548,548,tt0323248,Drama,296,movie,A Midsummer Night's Rave,A Midsummer Night's Rave,2002.0,85.0,a midsummer nights rave,5.0,556,01/01/24 20:30,08/01/24
549,549,tt0326383,,297,movie,High Sky Summer,Wang Shouxian de xia tian,2002.0,87.0,high sky summer,5.7,30,01/01/24 20:30,08/01/24
550,550,tt0326639,,298,movie,Summer of Fun,Summer of Fun,1997.0,62.0,summer of fun,3.3,55,01/01/24 20:30,08/01/24
551,551,tt0329701,Drama,299,movie,Two Summers,Two Summers,2002.0,118.0,two summers,6.6,41,01/01/24 20:30,08/01/24
552,552,tt0329701,Family,299,movie,Two Summers,Two Summers,2002.0,118.0,two summers,6.6,41,01/01/24 20:30,08/01/24
553,553,tt0334611,Drama,300,movie,Savage Summer,Verano salvaje,1980.0,85.0,savage summer,6.5,37,01/01/24 20:30,08/01/24
554,554,tt0341600,Documentary,301,tvMovie,Summer of Terror: The Real Son of Sam Story,Summer of Terror: The Real Son of Sam Story,2001.0,49.0,summer of terror the real son of sam story,6.6,17,01/01/24 20:30,08/01/24
555,555,tt0345678,Documentary,302,movie,Memories of the Olympic Summer of 1952,Memories of the Olympic Summer of 1952,1954.0,50.0,memories of the olympic summer of 1952,6.0,78,01/01/24 20:30,08/01/24
556,556,tt0345678,Sport,302,movie,Memories of the Olympic Summer of 1952,Memories of the Olympic Summer of 1952,1954.0,50.0,memories of the olympic summer of 1952,6.0,78,01/01/24 20:30,08/01/24
557,557,tt0346525,Adventure,303,movie,Arizona Summer,Arizona Summer,2004.0,102.0,arizona summer,4.6,297,01/01/24 20:30,08/01/24
558,558,tt0346525,Comedy,303,movie,Arizona Summer,Arizona Summer,2004.0,102.0,arizona summer,4.6,297,01/01/24 20:30,08/01/24
559,559,tt0346525,Family,303,movie,Arizona Summer,Arizona Summer,2004.0,102.0,arizona summer,4.6,297,01/01/24 20:30,08/01/24
560,560,tt0347159,Biography,304,tvMovie,Hemingway: That Summer in Paris,Hemingway vs. Callaghan,2003.0,180.0,hemingway that summer in paris,6.4,52,01/01/24 20:30,08/01/24
561,561,tt0347159,Drama,304,tvMovie,Hemingway: That Summer in Paris,Hemingway vs. Callaghan,2003.0,180.0,hemingway that summer in paris,6.4,52,01/01/24 20:30,08/01/24
562,562,tt0348142,Family,305,movie,Summer Storm,Summer Storm,2004.0,91.04358068315665,summer storm,8.0,20,01/01/24 20:30,08/01/24
563,563,tt0353671,Drama,306,movie,Summer in the Golden Valley,Ljeto u zlatnoj dolini,2003.0,105.0,summer in the golden valley,7.1,1183,01/01/24 20:30,08/01/24
564,564,tt0355336,Drama,307,movie,A Cold Summer,A Cold Summer,2003.0,83.0,a cold summer,6.0,51,01/01/24 20:30,08/01/24
565,565,tt0356154,Adventure,308,movie,Wolf Summer,Ulvesommer,2003.0,87.0,wolf summer,5.9,1231,01/01/24 20:30,08/01/24
566,566,tt0356154,Drama,308,movie,Wolf Summer,Ulvesommer,2003.0,87.0,wolf summer,5.9,1231,01/01/24 20:30,08/01/24
567,567,tt0356154,Family,308,movie,Wolf Summer,Ulvesommer,2003.0,87.0,wolf summer,5.9,1231,01/01/24 20:30,08/01/24
568,568,tt0358303,Comedy,309,movie,The Tenth Summer,Der zehnte Sommer,2003.0,98.0,the tenth summer,7.2,95,01/01/24 20:30,08/01/24
569,569,tt0358303,Drama,309,movie,The Tenth Summer,Der zehnte Sommer,2003.0,98.0,the tenth summer,7.2,95,01/01/24 20:30,08/01/24
570,570,tt0358303,Family,309,movie,The Tenth Summer,Der zehnte Sommer,2003.0,98.0,the tenth summer,7.2,95,01/01/24 20:30,08/01/24
571,571,tt0358605,Romance,310,movie,Eve in a Summer Dress,Natsufuku no Ibu,1984.0,98.0,eve in a summer dress,5.5,10,01/01/24 20:30,08/01/24
572,572,tt0358981,Drama,311,movie,The Girls in Summer,El banat waal saif,1960.0,147.0,the girls in summer,6.0,109,01/01/24 20:30,08/01/24
573,573,tt0358981,Romance,311,movie,The Girls in Summer,El banat waal saif,1960.0,147.0,the girls in summer,6.0,109,01/01/24 20:30,08/01/24
574,574,tt0361032,Documentary,312,video,Hootie & the Blowfish: Summer Camp with Trucks,Hootie & the Blowfish: Summer Camp with Trucks,1995.0,116.0,hootie  the blowfish summer camp with trucks,7.2,24,01/01/24 20:30,08/01/24
575,575,tt0361032,Music,312,video,Hootie & the Blowfish: Summer Camp with Trucks,Hootie & the Blowfish: Summer Camp with Trucks,1995.0,116.0,hootie  the blowfish summer camp with trucks,7.2,24,01/01/24 20:30,08/01/24
576,576,tt0362201,Romance,313,video,Summer Desire,Summer Desire,2001.0,85.0,summer desire,4.9,40,01/01/24 20:30,08/01/24
577,577,tt0363857,Comedy,314,movie,An Athens Summer Night's Dream,Oneiro kalokairinis nyhtas,1999.0,75.0,an athens summer nights dream,7.8,22,01/01/24 20:30,08/01/24
578,578,tt0363857,Romance,314,movie,An Athens Summer Night's Dream,Oneiro kalokairinis nyhtas,1999.0,75.0,an athens summer nights dream,7.8,22,01/01/24 20:30,08/01/24
