,Unnamed: 0_x,tconst,genres,Unnamed: 0_y,title_type,primary_title,original_title,year,runtime_minutes,simple_title,average_rating,num_votes,timestamp,release_date
776,776,tt10593750,Comedy,424,movie,The Chaos Class: Summer Games,Hababam Sinifi Yaz Oyunlari,2021.0,108.0,the chaos class summer games,3.2,734,01/01/24 21:30,09/01/24
777,777,tt10629634,Drama,425,movie,Summer Blur,Hannan xia ri,2020.0,88.0,summer blur,6.6,33,01/01/24 21:30,09/01/24
778,778,tt10720816,Romance,426,tvMovie,All Summer Long,All Summer Long,2019.0,84.0,all summer long,6.4,1134,01/01/24 21:30,09/01/24
779,779,tt10785310,Comedy,427,movie,Three Summers,Três Verões,2019.0,94.0,three summers,6.4,610,01/01/24 21:30,09/01/24
780,780,tt10785310,Drama,427,movie,Three Summers,Três Verões,2019.0,94.0,three summers,6.4,610,01/01/24 21:30,09/01/24
781,781,tt10886246,Drama,428,movie,French Touch: Girls of Summer,French Touch: Girls of Summer,2019.0,102.0,french touch girls of summer,5.8,44,01/01/24 21:30,09/01/24
782,782,tt10905720,Adventure,429,movie,The Last Page of Summer,The Last Page of Summer,2020.0,91.04358068315665,the last page of summer,7.9,19,01/01/24 21:30,09/01/24
783,783,tt10905720,Animation,429,movie,The Last Page of Summer,The Last Page of Summer,2020.0,91.04358068315665,the last page of summer,7.9,19,01/01/24 21:30,09/01/24
784,784,tt10905720,Comedy,429,movie,The Last Page of Summer,The Last Page of Summer,2020.0,91.04358068315665,the last page of summer,7.9,19,01/01/24 21:30,09/01/24
785,785,tt1091844,Drama,430,movie,Summer Vacation,Se mah tatili,1977.0,70.0,summer vacation,7.8,46,01/01/24 21:30,09/01/24
786,786,tt1091844,Romance,430,movie,Summer Vacation,Se mah tatili,1977.0,70.0,summer vacation,7.8,46,01/01/24 21:30,09/01/24
787,787,tt10933120,Action,431,video,Hyperdimension Neptunia the Animation: Neptune's Summer Vacation,Choujigen Game Neptune The Animation: Nep no Natsuyasumi,2019.0,26.0,hyperdimension neptunia the animation neptunes summer vacation,7.1,17,01/01/24 21:30,09/01/24
788,788,tt10933120,Animation,431,video,Hyperdimension Neptunia the Animation: Neptune's Summer Vacation,Choujigen Game Neptune The Animation: Nep no Natsuyasumi,2019.0,26.0,hyperdimension neptunia the animation neptunes summer vacation,7.1,17,01/01/24 21:30,09/01/24
789,789,tt10933120,Comedy,431,video,Hyperdimension Neptunia the Animation: Neptune's Summer Vacation,Choujigen Game Neptune The Animation: Nep no Natsuyasumi,2019.0,26.0,hyperdimension neptunia the animation neptunes summer vacation,7.1,17,01/01/24 21:30,09/01/24
790,790,tt1095036,Drama,432,movie,The Third Summer,The Third Summer,2007.0,55.0,the third summer,6.1,11,01/01/24 21:30,09/01/24
791,791,tt10959454,Comedy,433,movie,Bloody Summer Camp,Bloody Summer Camp,2021.0,125.0,bloody summer camp,3.9,735,01/01/24 21:30,09/01/24
792,792,tt10959454,Horror,433,movie,Bloody Summer Camp,Bloody Summer Camp,2021.0,125.0,bloody summer camp,3.9,735,01/01/24 21:30,09/01/24
793,793,tt10998174,Comedy,434,tvMovie,Just for the Summer,Just for the Summer,2020.0,91.0,just for the summer,6.1,1136,01/01/24 21:30,09/01/24
794,794,tt10998174,Romance,434,tvMovie,Just for the Summer,Just for the Summer,2020.0,91.0,just for the summer,6.1,1136,01/01/24 21:30,09/01/24
795,795,tt11188104,Drama,435,movie,Farewell Summer,Vinh Biêt Mùa Hè,1992.0,99.0,farewell summer,7.9,13,01/01/24 21:30,09/01/24
796,796,tt11188104,Romance,435,movie,Farewell Summer,Vinh Biêt Mùa Hè,1992.0,99.0,farewell summer,7.9,13,01/01/24 21:30,09/01/24
797,797,tt11273452,Comedy,436,movie,One Summer Story,Kodomo wa wakatte agenai,2020.0,138.0,one summer story,6.9,120,01/01/24 21:30,09/01/24
798,798,tt11273452,Drama,436,movie,One Summer Story,Kodomo wa wakatte agenai,2020.0,138.0,one summer story,6.9,120,01/01/24 21:30,09/01/24
799,799,tt11273452,Family,436,movie,One Summer Story,Kodomo wa wakatte agenai,2020.0,138.0,one summer story,6.9,120,01/01/24 21:30,09/01/24
800,800,tt11275350,Drama,437,movie,A Beautiful Summer,Le bel été,2019.0,80.0,a beautiful summer,5.2,24,01/01/24 21:30,09/01/24
801,801,tt11282142,Documentary,438,movie,Summerwar,Sommerkrieg,2019.0,80.0,summerwar,7.6,37,01/01/24 21:30,09/01/24
802,802,tt11282142,War,438,movie,Summerwar,Sommerkrieg,2019.0,80.0,summerwar,7.6,37,01/01/24 21:30,09/01/24
803,803,tt1130773,Drama,439,movie,Summer's Tail,Xia tian de wei ba,2007.0,98.0,summers tail,6.5,194,01/01/24 21:30,09/01/24
804,804,tt1130773,Romance,439,movie,Summer's Tail,Xia tian de wei ba,2007.0,98.0,summers tail,6.5,194,01/01/24 21:30,09/01/24
805,805,tt1132578,Comedy,440,movie,Summer Holiday,Boogie,2008.0,103.0,summer holiday,7.0,2229,01/01/24 21:30,09/01/24
806,806,tt1132578,Drama,440,movie,Summer Holiday,Boogie,2008.0,103.0,summer holiday,7.0,2229,01/01/24 21:30,09/01/24
807,807,tt1135054,Drama,441,tvMovie,A Real Summer,A Real Summer,2007.0,45.0,a real summer,7.3,171,01/01/24 21:30,09/01/24
808,808,tt11394288,Drama,442,movie,Summer White,Blanco de verano,2020.0,85.0,summer white,6.6,243,01/01/24 21:30,09/01/24
809,809,tt11394340,Comedy,443,movie,Summertime,Summertime,2020.0,95.0,summertime,6.4,543,01/01/24 21:30,09/01/24
810,810,tt11394340,Drama,443,movie,Summertime,Summertime,2020.0,95.0,summertime,6.4,543,01/01/24 21:30,09/01/24
811,811,tt11394340,Music,443,movie,Summertime,Summertime,2020.0,95.0,summertime,6.4,543,01/01/24 21:30,09/01/24
812,812,tt11422728,Documentary,444,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021.0,118.0,summer of soul or when the revolution could not be televised,8.0,14058,01/01/24 21:30,09/01/24
813,813,tt11422728,History,444,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021.0,118.0,summer of soul or when the revolution could not be televised,8.0,14058,01/01/24 21:30,09/01/24
814,814,tt11422728,Music,444,movie,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021.0,118.0,summer of soul or when the revolution could not be televised,8.0,14058,01/01/24 21:30,09/01/24
815,815,tt1169847,Drama,445,movie,Summer,Sommer,2007.0,82.0,summer,5.7,13,01/01/24 21:30,09/01/24
816,816,tt1179773,Adventure,446,movie,Summer Days with Coo,Kappa no Kû to natsuyasumi,2007.0,138.0,summer days with coo,7.4,2181,01/01/24 21:30,09/01/24
817,817,tt1179773,Animation,446,movie,Summer Days with Coo,Kappa no Kû to natsuyasumi,2007.0,138.0,summer days with coo,7.4,2181,01/01/24 21:30,09/01/24
818,818,tt1179773,Comedy,446,movie,Summer Days with Coo,Kappa no Kû to natsuyasumi,2007.0,138.0,summer days with coo,7.4,2181,01/01/24 21:30,09/01/24
819,819,tt1179793,Drama,447,movie,Summer Book,Tatil Kitabi,2008.0,92.0,summer book,6.3,1126,01/01/24 21:30,09/01/24
820,820,tt1182617,Documentary,448,video,One Summer in Austin: The Story of Filming 'A Scanner Darkly',One Summer in Austin: The Story of Filming 'A Scanner Darkly',2006.0,26.0,one summer in austin the story of filming a scanner darkly,6.9,103,01/01/24 21:30,09/01/24
821,821,tt1182617,Short,448,video,One Summer in Austin: The Story of Filming 'A Scanner Darkly',One Summer in Austin: The Story of Filming 'A Scanner Darkly',2006.0,26.0,one summer in austin the story of filming a scanner darkly,6.9,103,01/01/24 21:30,09/01/24
822,822,tt1186025,Family,449,movie,SOS: Summer of Suspense,S.O.S Svartskjær,2008.0,87.0,sos summer of suspense,5.7,215,01/01/24 21:30,09/01/24
823,823,tt11918302,Animation,450,video,Please Tell Me! Galko-chan OAD: Is Summer Vacation Real?,Oshiete! Galko-chan OAD: Natsuyasumitte Hontou Desu ka?,2017.0,28.0,please tell me galkochan oad is summer vacation real,6.3,10,01/01/24 21:30,09/01/24
824,824,tt11918302,Comedy,450,video,Please Tell Me! Galko-chan OAD: Is Summer Vacation Real?,Oshiete! Galko-chan OAD: Natsuyasumitte Hontou Desu ka?,2017.0,28.0,please tell me galkochan oad is summer vacation real,6.3,10,01/01/24 21:30,09/01/24
825,825,tt11918302,Short,450,video,Please Tell Me! Galko-chan OAD: Is Summer Vacation Real?,Oshiete! Galko-chan OAD: Natsuyasumitte Hontou Desu ka?,2017.0,28.0,please tell me galkochan oad is summer vacation real,6.3,10,01/01/24 21:30,09/01/24
826,826,tt1194618,Animation,451,movie,Moomin and Midsummer Madness,Muumi ja vaarallinen juhannus,2008.0,88.0,moomin and midsummer madness,5.5,239,01/01/24 21:30,09/01/24
827,827,tt1194618,Family,451,movie,Moomin and Midsummer Madness,Muumi ja vaarallinen juhannus,2008.0,88.0,moomin and midsummer madness,5.5,239,01/01/24 21:30,09/01/24
828,828,tt1194618,Fantasy,451,movie,Moomin and Midsummer Madness,Muumi ja vaarallinen juhannus,2008.0,88.0,moomin and midsummer madness,5.5,239,01/01/24 21:30,09/01/24
829,829,tt11958732,Drama,452,movie,Hilda's Short Summer,Las vacaciones de Hilda,2021.0,88.0,hildas short summer,6.3,18,01/01/24 21:30,09/01/24
830,830,tt1196601,Comedy,453,movie,Caesar and Otto's Summer Camp Massacre,Caesar and Otto's Summer Camp Massacre,2009.0,76.0,caesar and ottos summer camp massacre,3.5,271,01/01/24 21:30,09/01/24
831,831,tt1196601,Horror,453,movie,Caesar and Otto's Summer Camp Massacre,Caesar and Otto's Summer Camp Massacre,2009.0,76.0,caesar and ottos summer camp massacre,3.5,271,01/01/24 21:30,09/01/24
832,832,tt1196701,Documentary,454,movie,A Summer in the Cage,A Summer in the Cage,2007.0,82.0,a summer in the cage,7.2,88,01/01/24 21:30,09/01/24
833,833,tt1198144,Drama,455,movie,Summer,Summer,2008.0,83.0,summer,6.7,1081,01/01/24 21:30,09/01/24
834,834,tt1202539,Drama,456,movie,A No-Hit No-Run Summer,Un été sans point ni coup sûr,2008.0,104.0,a nohit norun summer,6.8,509,01/01/24 21:30,09/01/24
835,835,tt1202539,Sport,456,movie,A No-Hit No-Run Summer,Un été sans point ni coup sûr,2008.0,104.0,a nohit norun summer,6.8,509,01/01/24 21:30,09/01/24
836,836,tt1209359,Comedy,457,movie,Summer,Sommer,2008.0,99.0,summer,4.9,462,01/01/24 21:30,09/01/24
837,837,tt1209359,Drama,457,movie,Summer,Sommer,2008.0,99.0,summer,4.9,462,01/01/24 21:30,09/01/24
838,838,tt1209359,Romance,457,movie,Summer,Sommer,2008.0,99.0,summer,4.9,462,01/01/24 21:30,09/01/24
839,839,tt12181184,Family,458,movie,Summer Rebels,Summer Rebels,2020.0,93.0,summer rebels,6.1,102,01/01/24 21:30,09/01/24
840,840,tt1230460,Documentary,459,movie,Imagine a School... Summerhill,Imagine a School... Summerhill,2008.0,67.0,imagine a school summerhill,7.9,14,01/01/24 21:30,09/01/24
841,841,tt1230564,Documentary,460,tvMovie,Premiere: Inside the Summer Blockbusters,Premiere: Inside the Summer Blockbusters,1989.0,60.0,premiere inside the summer blockbusters,6.6,16,01/01/24 21:30,09/01/24
842,842,tt12344312,Comedy,461,movie,Summer with the Guys,Summer with the Guys,2023.0,91.04358068315665,summer with the guys,4.5,182,01/01/24 21:30,09/01/24
843,843,tt12344312,Drama,461,movie,Summer with the Guys,Summer with the Guys,2023.0,91.04358068315665,summer with the guys,4.5,182,01/01/24 21:30,09/01/24
844,844,tt1235446,Romance,462,movie,Summer Breeze,Summer Breeze,2008.0,91.04358068315665,summer breeze,6.9,24,01/01/24 21:30,09/01/24
845,845,tt1235833,Drama,463,movie,Bombay Summer,Bombay Summer,2009.0,102.0,bombay summer,5.7,117,01/01/24 21:30,09/01/24
846,846,tt1242544,Comedy,464,movie,Last Day of Summer,Last Day of Summer,2009.0,85.0,last day of summer,5.1,952,01/01/24 21:30,09/01/24
847,847,tt1242544,Drama,464,movie,Last Day of Summer,Last Day of Summer,2009.0,85.0,last day of summer,5.1,952,01/01/24 21:30,09/01/24
848,848,tt1245539,Comedy,465,movie,Summertime Blues,Summertime Blues,2009.0,116.0,summertime blues,6.2,204,01/01/24 21:30,09/01/24
849,849,tt1245539,Family,465,movie,Summertime Blues,Summertime Blues,2009.0,116.0,summertime blues,6.2,204,01/01/24 21:30,09/01/24
850,850,tt1248987,Comedy,466,movie,Then Summer Came,Tamio no shiawase,2008.0,118.0,then summer came,6.1,70,01/01/24 21:30,09/01/24
851,851,tt1248987,Drama,466,movie,Then Summer Came,Tamio no shiawase,2008.0,118.0,then summer came,6.1,70,01/01/24 21:30,09/01/24
852,852,tt1248987,Romance,466,movie,Then Summer Came,Tamio no shiawase,2008.0,118.0,then summer came,6.1,70,01/01/24 21:30,09/01/24
853,853,tt12491724,Drama,467,movie,Summer to Winter,Summer to Winter,2014.0,91.0,summer to winter,5.1,12,01/01/24 21:30,09/01/24
854,854,tt12491724,Romance,467,movie,Summer to Winter,Summer to Winter,2014.0,91.0,summer to winter,5.1,12,01/01/24 21:30,09/01/24
855,855,tt12517576,Comedy,468,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,2016.0,171.0,a midsummer nights dream,6.6,59,01/01/24 21:30,09/01/24
856,856,tt12553244,Adventure,469,movie,Sisters: The Summer We Found Our Superpowers,Tottori! Sommeren vi var alene,2020.0,78.0,sisters the summer we found our superpowers,6.9,176,01/01/24 21:30,09/01/24
857,857,tt12553244,Family,469,movie,Sisters: The Summer We Found Our Superpowers,Tottori! Sommeren vi var alene,2020.0,78.0,sisters the summer we found our superpowers,6.9,176,01/01/24 21:30,09/01/24
858,858,tt12567476,Comedy,470,movie,Sune - Mission: Midsummer,Sune - Uppdrag: Midsommar,2021.0,86.0,sune  mission midsummer,5.0,320,01/01/24 21:30,09/01/24
859,859,tt12567476,Family,470,movie,Sune - Mission: Midsummer,Sune - Uppdrag: Midsommar,2021.0,86.0,sune  mission midsummer,5.0,320,01/01/24 21:30,09/01/24
860,860,tt1260689,Crime,471,movie,Summer 2007,Summer 2007,2008.0,166.0,summer 2007,6.4,265,01/01/24 21:30,09/01/24
861,861,tt1260689,Drama,471,movie,Summer 2007,Summer 2007,2008.0,166.0,summer 2007,6.4,265,01/01/24 21:30,09/01/24
862,862,tt1260689,Thriller,471,movie,Summer 2007,Summer 2007,2008.0,166.0,summer 2007,6.4,265,01/01/24 21:30,09/01/24
863,863,tt1262418,Documentary,472,tvMovie,Summerhill at 70,Summerhill at 70,1992.0,52.0,summerhill at 70,6.9,20,01/01/24 21:30,09/01/24
864,864,tt1268804,Documentary,473,movie,Lebanon Summer 2006,Lebanon Summer 2006,2007.0,52.0,lebanon summer 2006,8.3,12,01/01/24 21:30,09/01/24
865,865,tt1268804,War,473,movie,Lebanon Summer 2006,Lebanon Summer 2006,2007.0,52.0,lebanon summer 2006,8.3,12,01/01/24 21:30,09/01/24
866,866,tt12699576,Horror,474,movie,Final Summer,Final Summer,2023.0,82.0,final summer,3.4,488,01/01/24 21:30,09/01/24
867,867,tt12699576,Mystery,474,movie,Final Summer,Final Summer,2023.0,82.0,final summer,3.4,488,01/01/24 21:30,09/01/24
868,868,tt1276988,Drama,475,movie,Summer Eleven,Summer Eleven,2010.0,93.0,summer eleven,6.3,403,01/01/24 21:30,09/01/24
869,869,tt1276988,Family,475,movie,Summer Eleven,Summer Eleven,2010.0,93.0,summer eleven,6.3,403,01/01/24 21:30,09/01/24
870,870,tt1277733,Drama,476,tvMovie,Secrets of the Summer House,Summer House,2008.0,90.0,secrets of the summer house,4.9,413,01/01/24 21:30,09/01/24
871,871,tt1277733,Horror,476,tvMovie,Secrets of the Summer House,Summer House,2008.0,90.0,secrets of the summer house,4.9,413,01/01/24 21:30,09/01/24
872,872,tt1277733,Mystery,476,tvMovie,Secrets of the Summer House,Summer House,2008.0,90.0,secrets of the summer house,4.9,413,01/01/24 21:30,09/01/24
873,873,tt12826450,Drama,477,movie,A Corsican Summer,I comete,2021.0,124.0,a corsican summer,5.5,255,01/01/24 21:30,09/01/24
874,874,tt1285010,Horror,478,movie,Summer's Moon,Summer's Blood,2009.0,91.0,summers moon,4.4,3384,01/01/24 21:30,09/01/24
875,875,tt1285010,Thriller,478,movie,Summer's Moon,Summer's Blood,2009.0,91.0,summers moon,4.4,3384,01/01/24 21:30,09/01/24
876,876,tt12900148,Documentary,479,movie,The Longest Summer in America,The Longest Summer in America,2018.0,62.0,the longest summer in america,5.8,10,01/01/24 21:30,09/01/24
877,877,tt12900148,Music,479,movie,The Longest Summer in America,The Longest Summer in America,2018.0,62.0,the longest summer in america,5.8,10,01/01/24 21:30,09/01/24
878,878,tt12915652,Sport,480,video,The Best of SummerSlam,The Best of WWE: Best of SummerSlam,2020.0,232.0,the best of summerslam,4.3,11,01/01/24 21:30,09/01/24
879,879,tt12931780,Documentary,481,movie,A Life of Endless Summers: The Bruce Brown Story,A Life of Endless Summers: The Bruce Brown Story,2020.0,88.0,a life of endless summers the bruce brown story,6.4,42,01/01/24 21:30,09/01/24
880,880,tt1293829,Comedy,482,movie,A Midsummer Comedy,Äntligen midsommar!,2009.0,86.0,a midsummer comedy,4.3,527,01/01/24 21:30,09/01/24
881,881,tt1296876,Short,483,video,Nickelodeon: 'the Last Day of Summer' - Behind the Scenes,Nickelodeon: 'The Last Day of Summer' - Behind the Scenes,2007.0,10.0,nickelodeon the last day of summer  behind the scenes,7.6,13,01/01/24 21:30,09/01/24
882,882,tt1304582,,484,movie,Summerchild,Kesän lapsi,2007.0,60.0,summerchild,8.1,12,01/01/24 21:30,09/01/24
883,883,tt1305869,Comedy,485,movie,A Midsummer of Love,Sommaren med Göran: En midsommarnattskomedi,2009.0,97.0,a midsummer of love,5.4,3417,01/01/24 21:30,09/01/24
884,884,tt13067004,Drama,486,movie,Last Summer,Geçen Yaz,2021.0,101.0,last summer,6.3,3519,01/01/24 21:30,09/01/24
885,885,tt13067004,Romance,486,movie,Last Summer,Geçen Yaz,2021.0,101.0,last summer,6.3,3519,01/01/24 21:30,09/01/24
886,886,tt1307066,Drama,487,movie,Once Upon a Summer,Once Upon a Summer,2009.0,98.0,once upon a summer,6.3,93,01/01/24 21:30,09/01/24
887,887,tt13142638,,488,movie,The Queer Shakespeare Project: A Midsummer Night's Dream,The Queer Shakespeare Project: A Midsummer Night's Dream,2020.0,188.0,the queer shakespeare project a midsummer nights dream,7.0,13,01/01/24 21:30,09/01/24
888,888,tt1316079,Horror,489,movie,Summer People,Summer People,2008.0,67.0,summer people,6.2,10,01/01/24 21:30,09/01/24
889,889,tt13259672,Drama,490,movie,Atomic Summer,L'été nucléaire,2020.0,83.0,atomic summer,4.8,121,01/01/24 21:30,09/01/24
890,890,tt13259672,Thriller,490,movie,Atomic Summer,L'été nucléaire,2020.0,83.0,atomic summer,4.8,121,01/01/24 21:30,09/01/24
891,891,tt1326825,Drama,491,movie,My Sixteenth Summer,My Sixteenth Summer,2009.0,72.0,my sixteenth summer,8.1,10,01/01/24 21:30,09/01/24
892,892,tt1326956,Documentary,492,movie,Our Summer in Tehran,Our Summer in Tehran,2009.0,91.04358068315665,our summer in tehran,8.1,36,01/01/24 21:30,09/01/24
893,893,tt13282898,Documentary,493,movie,An Unusual Summer,An Unusual Summer,2020.0,80.0,an unusual summer,6.8,20,01/01/24 21:30,09/01/24
894,894,tt13293222,Drama,494,movie,Summer Dark,Summer Dark,2010.0,90.0,summer dark,3.8,13,01/01/24 21:30,09/01/24
895,895,tt13293222,Thriller,494,movie,Summer Dark,Summer Dark,2010.0,90.0,summer dark,3.8,13,01/01/24 21:30,09/01/24
896,896,tt1329355,Comedy,495,movie,Girls of Summer,Girls of Summer,2008.0,87.0,girls of summer,4.5,78,01/01/24 21:30,09/01/24
897,897,tt1329355,Sport,495,movie,Girls of Summer,Girls of Summer,2008.0,87.0,girls of summer,4.5,78,01/01/24 21:30,09/01/24
898,898,tt1332528,Drama,496,video,Home and Away: The Official Summer Bay Special,Home and Away: The Official Summer Bay Special,1996.0,80.0,home and away the official summer bay special,7.2,52,01/01/24 21:30,09/01/24
899,899,tt1334587,Comedy,497,movie,The Catfish Summer,Poslední plavky,2007.0,100.0,the catfish summer,4.0,110,01/01/24 21:30,09/01/24
900,900,tt13362120,Documentary,498,tvMovie,Sharkadelic Summer,Sharkadelic Summer,2020.0,91.04358068315665,sharkadelic summer,5.6,15,01/01/24 21:30,09/01/24
901,901,tt1339559,Comedy,499,movie,My Summer with Amanda,Mi verano con Amanda,2008.0,92.0,my summer with amanda,5.4,133,01/01/24 21:30,09/01/24
902,902,tt13430466,Drama,500,movie,One Summer Night,Eoneu yeoreumnal bame,2016.0,98.0,one summer night,5.3,156,01/01/24 21:30,09/01/24
903,903,tt1344616,Drama,501,tvMovie,Summer Hit,Hit poletja,2008.0,91.0,summer hit,6.4,65,01/01/24 21:30,09/01/24
904,904,tt1356920,Drama,502,movie,A Midsummer Night's Dream,Manatsu no yo no yume,2009.0,105.0,a midsummer nights dream,5.6,24,01/01/24 21:30,09/01/24
905,905,tt13582754,Drama,503,movie,The Longest Summer,The Longest Summer,2019.0,94.0,the longest summer,6.0,10,01/01/24 21:30,09/01/24
906,906,tt13622782,Documentary,504,tvMovie,Long Hot Summers: The Story of the Style Council,Long Hot Summers: The Story of the Style Council,2020.0,75.0,long hot summers the story of the style council,7.2,151,01/01/24 21:30,09/01/24
907,907,tt13642540,Comedy,505,movie,Till the Summer Comes,V lete ti poviem,2022.0,111.0,till the summer comes,3.9,97,01/01/24 21:30,09/01/24
908,908,tt1364480,Horror,506,video,Dead Summer,Dead Summer,2005.0,71.0,dead summer,2.3,20,01/01/24 21:30,09/01/24
909,909,tt1365482,Drama,507,movie,Martino's Summer,L'estate di Martino,2010.0,90.0,martinos summer,6.2,168,01/01/24 21:30,09/01/24
910,910,tt1370426,Comedy,508,movie,Costa Rican Summer,Costa Rican Summer,2010.0,89.0,costa rican summer,2.7,806,01/01/24 21:30,09/01/24
911,911,tt13735338,Comedy,509,video,Rifftrax: Santa's Summer House,Rifftrax: Santa's Summer House,2018.0,91.04358068315665,rifftrax santas summer house,6.1,29,01/01/24 21:30,09/01/24
912,912,tt13745532,Short,510,video,Saint Laurent: Summer of '21,Saint Laurent: Summer of '21,2020.0,8.0,saint laurent summer of 21,6.5,335,01/01/24 21:30,09/01/24
913,913,tt13757540,Drama,511,movie,The Door Into Summer,Natsu e no tobira - Kimi no iru mirai e - : The Door Into Summer,2021.0,118.0,the door into summer,6.4,1223,01/01/24 21:30,09/01/24
914,914,tt13757540,Mystery,511,movie,The Door Into Summer,Natsu e no tobira - Kimi no iru mirai e - : The Door Into Summer,2021.0,118.0,the door into summer,6.4,1223,01/01/24 21:30,09/01/24
915,915,tt13757540,Sci-Fi,511,movie,The Door Into Summer,Natsu e no tobira - Kimi no iru mirai e - : The Door Into Summer,2021.0,118.0,the door into summer,6.4,1223,01/01/24 21:30,09/01/24
916,916,tt1381271,Crime,512,tvMovie,That Given Summer,Cet été-là,2009.0,84.0,that given summer,6.2,30,01/01/24 21:30,09/01/24
917,917,tt1386503,Documentary,513,movie,Seeds of Summer,Zirei Kayitz,2007.0,63.0,seeds of summer,7.6,19,01/01/24 21:30,09/01/24
918,918,tt13884328,Drama,514,movie,Summer,Leto,2021.0,109.0,summer,7.2,25,01/01/24 21:30,09/01/24
919,919,tt14016562,Comedy,515,tvMovie,Last Summer of Nathan Lee,Last Summer of Nathan Lee,2023.0,92.0,last summer of nathan lee,7.2,26,01/01/24 21:30,09/01/24
920,920,tt14016562,Romance,515,tvMovie,Last Summer of Nathan Lee,Last Summer of Nathan Lee,2023.0,92.0,last summer of nathan lee,7.2,26,01/01/24 21:30,09/01/24
921,921,tt1404653,Drama,516,movie,The Last Summer of La Boyita,El último verano de la Boyita,2009.0,93.0,the last summer of la boyita,7.1,988,01/01/24 21:30,09/01/24
922,922,tt14071634,Drama,517,movie,Red Horse in the Summer Sky,Red Horse in the Summer Sky,2022.0,98.0,red horse in the summer sky,5.4,31,01/01/24 21:30,09/01/24
923,923,tt1408355,Documentary,518,movie,Boys of Summer,Boys of Summer,2010.0,95.0,boys of summer,7.6,46,01/01/24 21:30,09/01/24
924,924,tt1408355,Sport,518,movie,Boys of Summer,Boys of Summer,2010.0,95.0,boys of summer,7.6,46,01/01/24 21:30,09/01/24
925,925,tt1418860,Comedy,519,movie,Crime Scene: The Bobby Ray Summers Story,Crime Scene: The Bobby Ray Summers Story,2008.0,76.0,crime scene the bobby ray summers story,8.0,17,01/01/24 21:30,09/01/24
926,926,tt1422201,Comedy,520,tvMovie,One Hot Summer,One Hot Summer,2009.0,89.0,one hot summer,4.1,266,01/01/24 21:30,09/01/24
927,927,tt14442616,Horror,521,movie,Cruel Summer,Cruel Summer,2021.0,80.0,cruel summer,3.3,121,01/01/24 21:30,09/01/24
928,928,tt14456750,Horror,522,movie,Phantom Summer,Verão Fantasma,2022.0,106.0,phantom summer,6.0,54,01/01/24 21:30,09/01/24
929,929,tt14456750,Musical,522,movie,Phantom Summer,Verão Fantasma,2022.0,106.0,phantom summer,6.0,54,01/01/24 21:30,09/01/24
930,930,tt1448625,Documentary,523,movie,The Old Summer Palace,Yuan Ming Yuan,2006.0,93.0,the old summer palace,7.6,80,01/01/24 21:30,09/01/24
931,931,tt14550346,Drama,524,movie,Last Summer,L'été dernier,2023.0,104.0,last summer,6.3,2231,01/01/24 21:30,09/01/24
932,932,tt14550346,Thriller,524,movie,Last Summer,L'été dernier,2023.0,104.0,last summer,6.3,2231,01/01/24 21:30,09/01/24
933,933,tt14619078,Drama,525,movie,My Soul Summer,My Soul Summer,2022.0,115.0,my soul summer,6.5,55,01/01/24 21:30,09/01/24
934,934,tt14619078,Music,525,movie,My Soul Summer,My Soul Summer,2022.0,115.0,my soul summer,6.5,55,01/01/24 21:30,09/01/24
935,935,tt14625190,Comedy,526,movie,It's a Summer Film!,Summer film ni notte,2020.0,97.0,its a summer film,6.8,1234,01/01/24 21:30,09/01/24
936,936,tt14625190,Drama,526,movie,It's a Summer Film!,Summer film ni notte,2020.0,97.0,its a summer film,6.8,1234,01/01/24 21:30,09/01/24
937,937,tt14625190,Fantasy,526,movie,It's a Summer Film!,Summer film ni notte,2020.0,97.0,its a summer film,6.8,1234,01/01/24 21:30,09/01/24
938,938,tt14673732,Documentary,527,movie,Rise Again: Tulsa and the Red Summer,Rise Again: Tulsa and the Red Summer,2021.0,90.0,rise again tulsa and the red summer,7.0,93,01/01/24 21:30,09/01/24
939,939,tt1474276,Action,528,movie,Summer Wars,Samâ wôzu,2009.0,114.0,summer wars,7.4,31999,01/01/24 21:30,09/01/24
940,940,tt1474276,Adventure,528,movie,Summer Wars,Samâ wôzu,2009.0,114.0,summer wars,7.4,31999,01/01/24 21:30,09/01/24
941,941,tt1474276,Animation,528,movie,Summer Wars,Samâ wôzu,2009.0,114.0,summer wars,7.4,31999,01/01/24 21:30,09/01/24
942,942,tt14853762,Documentary,529,movie,Summer Nights,Summer Nights,2021.0,53.0,summer nights,8.5,62,01/01/24 21:30,09/01/24
943,943,tt1486196,Drama,530,movie,Summer Coda,Summer Coda,2010.0,108.0,summer coda,6.3,563,01/01/24 21:30,09/01/24
944,944,tt1486196,Romance,530,movie,Summer Coda,Summer Coda,2010.0,108.0,summer coda,6.3,563,01/01/24 21:30,09/01/24
